"id_notes_biblio","id_biblio","date_notes_biblio","id_redacteur","notes_biblio"
260,7723,2006-03-28,"HM","--- Der f 1 a un site de glycosylation. Der p 1 aussi (+ un autre site dans la pro-séquence). Les auteurs montrent que la présence d'un glycane (tant sur la protéine que sur sa pro-séquence) ralentit la maturation de Der p 1 et Der f 1.
Les auteurs citen"
261,7730,2006-03-29,"HM","--- Contrairement aux acariens, une exposition forte aux allergènes de chat modifie la réponse Th2 et supprime l’allergie.
--- Les auteurs ont étudié 42 étudiants afin de connaître l’effet d’une suppression du contact avec leur(s) chat(s). Ils observent "
262,7731,2006-03-29,"HM","--- Les auteurs isolent Per a 2, l’homologue de Bla g 2.
--- Les aspartate protéases incluent la pepsine, la cathépsine, la chymosine. Bla g 2 est inactif.
Similitude [ou identité ?] entre Bla g 2 et Per a 2 = 44 %."
263,7732,2006-03-29,"HM","--- L’étude ECRHS1 a montré une réactivité de 9 % en CAP et 6,1 % en TC pour D ptero à Reykjavik. Pourtant l’exposition aux acariens y est extrêmement rare.
Les auteurs ont étudié des sujets TC+ acariens = ils trouvent un CAP+ pour Lepidoglyplus chez 67 "
264,7733,2006-03-29,"HM","--- Isolement d’une protéine 20 kD (avec activité sérine protéase) dans B.germ. Cette protéine s’avère négative in vitro chez 14 sujets allergiques à B.germ.
[La méthode d’isolement : chromato d’affinité avec STKI. D’autres ""sérine protéases"" sont ainsi "
265,7734,2006-03-29,"HM","--- Dans ce travail [considérable] les auteurs ont préparé 15 His-tagged recombinants de tropomyosines, qu’ils ont testé chez 181 atopiques (Singapour) : % IgE-réactivité observées : 40 % pour Der p10 et Der f10, 28 % pour Blo t10, 23 à 29 % pour les autr"
267,7737,2006-03-29,"HM","---[rien à en tirer, car si des courbes d'inhibition semblent montrer un comportement plus proche entre HRP et AO que pour la broméline (qui inhibe moins bien) (Fig 4) … il n'est pas dit qu'est-ce qui était inhibé (arachide ? Un pollen ?) !!]"
268,7738,2006-03-29,"HM","--- Les auteurs avaient testé différents allergènes de B.germanica chez des sujets asthmatiques : rBla g2 était positif chez 54 % , rBla g5 chez 37 %. Mais 36 % étaient négatifs pour Bla g1, g2, g4 et g5.
--- les auteurs isolent Bla g6 (3 isoformes) qui "
269,7741,2006-03-29,"HM","--- Les auteurs ont cloné Art v2 (16 kD). Ils trouvent Art v2 TC+ chez 52 % des armoises+ (29 % avec une concentration d’extrait plus faible).
--- Art v2 présente une identité de 42-55 % avec diverses PR-1 (tomate, p de T, colza, blé, riz) et 41 % avec V"
270,7742,2006-03-29,"HM","--- Api m2 est glycosylé en 263, mais le recombinant dans Baculovirus est glycosylé sur l’autre site potentiel (en 115).
--- Les auteurs montrent que Ves v 2 possède 3 sites de glycosylation. Deux d’entre eux sont occupés de façon variable, contribuant à"
271,7743,2006-03-29,"HM","--- % identité entre Der f5 et Blo t 5 = 36-44 % (il existe 2 paralogues de chaque)

Inhibé par : Blo t 5.01  Blo t 5.02  Der f 5.01  Der f 5.02
Blo t 5.01          X            3                 2               3
Blo t 5.02          0            X   "
272,7744,2006-03-29,"HM","¤¤¤

Pen b 26 was identified as 60 S ribosomal P1 protein and a minor allergen of Penicillium brevicompactum
It was found that about 25% of the atopic patients had antibodies against Pen b 26"
273,7745,2006-03-29,"HM","--- Etude de 9 sujets sous SLIT rush pour le latex. Des réactions cliniques sont notées (n=4 sujets). [contrairement à l’avis des auteurs, la réactivité à rHev b 5, rHev b 6.01 ou rHev b 6.02 ne peut pas prédire l’occurrence de ces réactions]."
274,7746,2006-03-29,"HM","--- Chez 105 sujets latex +, les auteurs trouvent 65 n Hev b 2+. Parmi ces 65, 42 sont symptomatiques (la proportion d’allergiques est < chez ceux n Hev b 2 négatifs). Parmi ces 42, 20 voient leur réactivité annulée par le périodate, 11 diminuée et 11 inc"
275,7747,2006-03-29,"HM","[publié plus tard = 8269]
--- La prévalence moyenne de positivité pour les allergènes du latex est = 82 % pour Hev b 1 (4 études), 60 % b 2(8), 79 % b 3 (4), 45 % b 4 (4), 64 % b 5 (6), 68 % b 6 (8), 31 % b 7 (8 ?), 15 % b 8 (4), 9 % b 9 (2), 16 % b 10 ("
276,7748,2006-03-29,"HM","--- Comparaison du chip de VBC - Genomics avec le CAP sur 121 sujets (5 ont été exclus car IgE > 1000). Comparativement au diagnostic clinique (histoire + TC), le chip et le CAP donnent des courbes ROC équivalents pour le bouleau, les graminées et le chat"
277,7749,2006-03-29,"HM","Xolair (Omalizumab). Les auteurs notent que le Xolair induit une chute du résultat des IgE totales de 65 % sur le Centaur, de 52 % sur l’Immulite et de 4 % sur l’uniCAP. Des résultats un peu différents sont notés sur les IgE-Spé = pour un excès molaire de"
278,7752,2006-03-29,"HM","4 épitopes en surface de Jun a 1. [Diverses figures 3D sont montrées, dont des épitopes conformationnels trouvés par phage display, mais il est très difficile de comprendre les localisations.]"
279,7754,2006-03-29,"HM","--- Etude de sujets inner city à Baltimore avec asthme (n = 34), rhinite (n =24) ou pas d’all. resp. (n = 21). Des réactivités indoor variées sont trouvées, notamment chez asthmatiques > rhinitiques (chat, acariens, souris, blattes). Néanmoins près de 30 "
280,7755,2006-03-29,"HM","[cf aussi notes Art 7754]
Etude 57 brésiliens avec asthme et/ou rhinite due aux blattes. Des TC sont effectués : positivité de 5,3 % pour rPer a 1, 42,1% pour rPer a 7, 7% pour rBla g 2, 5,3% pour r Bla g 4 et 7 % pour r Bla g 5. En ELISA il est trouvé 9"
281,7757,2006-03-29,"HM","--- 194 sujets (14-72 ans, Madrid) avec des allergies alimentaires aux aliments crus. Pollinose chez 73 %, sensibilisation au latex 13 %. Ces 194 sujets totalisent 346 réactions (principalement : melon, pêche, kiwi). La gravité varie ± selon les aliments "
282,7758,2006-03-29,"HM","Etude portant sur 1498 sujets issus de 4 régions d’Espagne. Un extrait de pulpe et de peau de tomate [NB = un stade passe par une dialyse à 3,5 kD qui peut augurer que des protéines jusqu’à 5 kD sont perdues].
En TC les auteurs trouvent 5,8 % de + avec l"
283,7759,2006-03-29,"HM","[cf aussi notes art 7758]
--- Lyc e 2 est l’allergène le plus abondant dans la peau : Lyc e 2 > LTP > profiline >> PG 2 A dans la peau. Et pratiquement que du Lyc e 2 dans la pulpe. Pas de polygalacturonase A2 trouvée dans la pulpe. 
--- 22 sujets avec "
284,7760,2006-03-29,"HM","[correspond au travail présenté à Munich = 7055]
Essai de gene silencing pour la tomate : la transformation ne marche pas pour Lyc e 1 (profiline) car la plante ne se développe pas normalement. Des résultats acceptables pour Lyc e 3 (LTP). En TC [extrait"
285,7761,2006-03-29,"HM","[idem article 8009]
---------------------------------------------------------------------
--- L’armoise est incriminée par certains auteurs comme étant responsable d’un syndrome « armoise-moutarde ». Dans d’autres cas, le lien entre la pollinose à l’arm"
286,7762,2006-03-29,"HM","Sujets espagnols avec sensibilisation (histoire + TC et/ou CAP) pour pêche et/ou noisette.
Chez 3 sujets positifs pêche et noisette, les auteurs montrent que Pru p 3 inhibe Cor a 8 mais que le contraire n’a ± pas lieu (1 seul sujet inhibe au max à 60 % P"
287,7767,2006-03-29,"HM","--- Les auteurs ont mesuré la présence de deux allergènes d’acariens dans le sang de cordon (n=126 nouveaux-nés, Singapour). Ils observent des taux de Blo t 5 très supérieurs à ceux de Der p 1 (jusqu'à 101 ng/ml vs <9,6). Plus intéressant, ils notent que "
288,7770,2006-03-29,"HM","--- Les auteurs ont testé des extraits de gants en latex provenant de 2 fabricants (Portugal). Ni Hev b 1, ni Hev b 3 n’était détectés dans l’extrait de la face interne des gants. Ces allergènes étaient détectables dans l’extrait de la face externe. Hev b"
289,7775,2006-03-29,"HM","--- [Petite étude] de prévalence de TC+ alimentaires chez des sujets polliniques (n = 22, Barcelone, âge moyen 29 ans). Les auteurs estiment que l’armoise et le platane sont associés à une réactivité pour les ""tree nuts"" et les céréales, tandis que les gr"
290,7776,2006-03-29,"HM","--- Les auteurs ont étudié en blot la réactivité à diverses graines chez 3 sujets avec une allergie à l’amande et 1 avec histoire = ? [ !].
--- Ils trouvent des bandes multiples [et les annoncent comme cross-réactives : mais pas d’inhibition tentée].
--"
291,7778,2006-03-29,"HM","--- Etude de 103 sujets [âge ?] divisés en 4 groupes = TPO+ arachide, polliniques aux graminées ou non, non allergiques à l’arachide [TC négatif, pas de TPO], polliniques aux graminées ou non.
--- [Pas de résultats pour les IgE anti-CCD chez les allergiq"
292,7786,2006-03-29,"HM","--- Etude en blot de la réactivité à diverses légumineuses chez des sujets allergiques à l’arachide (n = 7) ou au soja (n = 1). Des bandes similaires sont ? trouvés [mais cela ne prouve pas une RC].
--- En général le roasting entraîne l’apparition de HMW"
293,7790,2006-03-29,"HM","--- 157 enfants (1 à 16 ans, moy 2 ans) ont été testés en TPODA œuf (jaune cuit puis blanc cuit, puis blanc cru [… sur 5 jours !]). 100 ont un TPODA +.
La VPP pour une valeur optimale (selon ROC) est 87 % pour TC 6 mm blanc d’œuf, 90 % pour CAP blanc d’œ"
294,7791,2006-03-29,"HM","--- Etude de 23 sujets avec allergie LV (anaphylaxie ou TPODA). Les auteurs déterminent les valeurs seuil 100 % VPP pour CAP caséine (4 kU/1), alpha LA (3 kU/1) et beta LG (2 kU) chez ces sujets (contre un nombre égal de témoins). Ils notent que si un seu"
295,7792,2006-03-29,"HM","--- Les auteurs ont cherché à caractériser la parvalbumine dans des extraits [crus] de différents poissons = carpe, catfish, morue, flounder [plie ? flet ?], mahi mahi, orange roughy, sole, tilapia, flétan, saumon, espadon (swordfish), thon. 
Avec un mAb"
296,7793,2006-03-29,"HM","--- Les auteurs (Italie) ont cherché à contrôler la présence de caséine dans 32 aliments classiquement consommés par des enfants, dont la présence de caséine n’était pas spécifiée (n = 26) ou était déniée (n = 6). Des taux détectables (< 2 mg/kg) de caséi"
297,7794,2006-03-29,"HM","--- Comparaison de la réactivité vis à vis de la LTP de noix (Jug r 3) chez 14 Italiens (allergiques aussi à la pêche) et 34 Américains avec allergie sévère à la noix. Les Italiens sont + pour Jug r 3 mais seul 1/34 américains l’est. Ces derniers diffèren"
298,7795,2006-03-29,"HM","--- Act c1 (green) semble absent du gold kiwi (Bublin 2004). Le hardy kiwi (A. arguta) est introduit aux US.
--- Les auteurs ont testé en blot les 3 sortes de kiwi. [Leurs résultats posent problème : des bandes 23 et 13 kD sont dues à des artefact et l’a"
299,7796,2006-03-29,"HM","[mêmes sujets que poster n° 161 = art 7791]. Une VPP de 94,7 % est obtenue à 10 kU/l pour le LV. La VPP devient 100 % à partir de 11 kU.
------------------------------------------
--- Deux posters sont présentés par cette équipe Brésilienne (celui-ci et"
300,7797,2006-03-29,"HM","--- Un cas d’œdème de Quincke chez une femme pollinique (graminées, olivier, cyprès) de 50 ans (Espagne) avec groseille rouge (fraîche) et cassis (confiture), de même qu’avec pêche et nectarine (mais pas pomme, poire, prune ni framboise). TC+ pour ces fru"
301,7798,2006-03-29,"HM","--- En Alaska, on pêche traditionnellement la baleine (bowhead whale, Balaena mysticetus) et le phoque (bearded seal, Erignathus barbatus).
--- Un cas d’allergie à la baleine et au phoque chez un enfant Eskimo (atopique + DA) (4,5 ans). TC+ pour les 2. "
302,7799,2006-03-29,"HM","--- Les auteurs ont étudié 56 patients (âge moyen 19 ans) [probablement Espagnols] avec une suspicion d’allergie à l’orange.
[sont exploitables 39 cas, car 16 cas allergie clinique non prouvée et 1 cas d’anaphylaxie induite par l’effort].
Les allergique"
303,7800,2006-03-29,"HM","--- [Sampson] 4 cas d’allergie LC et LB sans allergie LV (4 à 10 ans). TPO fait chez 1. En CAP le LV est + chez 2 (1,2 et 1,3 kU contre des valeurs >> pour LC et LB).
--- [En blot, peu de différences entre lait et fromage, sauf une bande 55 kD présente d"
304,7801,2006-03-29,"HM","[cf aussi art 7800]
--- 2 cas d’allergie au fromage de brebis (2 ans) et fromage de ? (10 ans) sans allergie LV (même ancienne). TC + LB, LC et négatif LV. Avec les caséines : réponse LV+ mais > pour LB et LC. Idem en CAP = LB et LC++ mais caséine LV fai"
305,7804,2006-03-29,"HM","--- Valeur des TC et CAP pour le suivi de l’allergie au LV.
Etude de 180 enfants avec CAP LV < 2,5 kU [âge médian 17 mois sur la population globale] avec TPOSA (positif chez 45 %). Les courbes ROC étant très mauvaises, les auteurs divisent en < 1 an et >"
306,7805,2006-03-29,"HM","--- Etude de 12 sujets (Espagne) allergiques à la châtaigne [TC+ mais pas de TPO] mais pas au latex. Les réactions sont sévères chez 3 (dont 2 avec exercice) et systématiques chez 3.
--- En blot (pool) il est trouvé clairement une réactivité pour Cas s8,"
307,7806,2006-03-29,"HM","--- Etude d’un cas (Barcelone) d’anaphylaxie à l’artichaut chez un sujet de 16 ans polysensibilisé (indoor + olivier, cyprès, graminées, pariétaire, plantain).
TC+ artichaut (cuit aussi), divers fruits à coque, Pru p 3, Par j1 et Par j2. In vitro = Par j"
308,7808,2006-03-29,"HM","--- Der p 1 et Act c 1 sont des cystéine protéases papain-like : seulement 30,6 % d’identité. En surface, 18,7 % d’identité, surtout dans la proximité du site actif.
--- Les auteurs ont étudié 16 sujets allergiques au kiwi [Autriche ?] [diagnostic = ?] e"
309,7809,2006-03-29,"HM","--- % identité par rapport à Mal d 2 = Pru av 2  73 %, Act c 2 35 % et TLP de raisin 42 %.
--- 39 % de sujets allergiques à la pomme (n = 46, Autriche) reconnaissent Mal d 2. En fait la ½ de ceux ci sont réactifs à des CCD MUXF. Chez les autres [6/9 sont"
310,7810,2006-03-29,"HM","--- Le jus de la pomme de cajou est une source importante de vitamine C. Parmi 28 sujets allergiques à la noix de cajou, 10 smt IgE+ à ce jus. Le jus filtré à un seuil de 5 kD perd son IgE-réactivité."
311,7814,2006-03-29,"HM","--- Un cas d’allergie à l’espadon (ou makaire) (Blue marlin, Makaira nigricans) chez un sujet allergique au thon (TC+ y compris en boîte) mais tolérant les autres poissons (TC- morue, saumon, maquereau] (Japon). 
--- La réactivité croisée entre thon (Thu"
312,7816,2006-03-29,"HM","--- Chez 5 sujets avec allergie aux crustacés, avec rhinite persistante (n = 3) ou sans (n = 2), les auteurs trouvent un CAP D.ptero positif (1,3 à 16 kU avec rhinite, 0,7 et 0,9 kU sans).
--- En CAP-inhibition = les crustacés croisent mutuellement (crab"
313,7821,2006-03-29,"HM","--- La prévalence d’ABPA parmi les asthmatiques avec sensibilisation Aspergillus est de 6 à 28 %. Les extraits Asp. sont peu reproductibles.
--- Les auteurs ont testé différents CAP recombinants chez 65 sujets asthmatiques TC+Asp. Le diagnostic d’ABPA a "
314,7827,2006-03-29,"HM","--- La découverte d’une N-glycosylation chez les procaryotes est récente (1999, Campylobacter jejuni). Auparavant on avait montré une O-glycosylation sur des flagelles de bactéries. La chaîne N glycosylée de C.jejuni est formée de Glucose-5 N Acetyl galac"
315,7834,2006-03-29,"HM","[pas clair: les auteurs disent d'un côté que les ultrasons de haute intensité (appliqués 1:2 à 3h) diminuent la réactivité ELISA pour le crevette, et d'un autre côté que la réactivité de l'allergène extrait de la crevette (tropo ?) est >, ainsi que de nou"
316,7837,2006-03-29,"HM","--- Les méthodes ELISA utilisent fréquemment la PAL issue d’intestin de veau. Aussi utilisées : HRP et beta-galactosidase.
--- En étudiant la réactivité pour le chat de sujets CAP+ chat, les auteurs révèlent et caractérisent 2 nouveaux allergène : l’IgA "
317,7841,2006-03-29,"HM","Isolement de la cyclophiline Asp f 27

Chez des ABPA ou des DA: % positivité IgE de 50-75% pour Asp f 11 et Asp f 27; pour Mala s 6 env 30%"
318,7842,2006-03-29,"HM","--- Etude de réactivité croisée entre D.ptero et Anisakis simplex chez un enfant allergique aux acariens (histoire, TC, etc…) et aussi TC+ Anisakis (mais pas de problèmes avec le poisson) (Italie).
Les auteurs montrent une inhibition en blot de D.pter (3"
319,7848,2006-03-29,"HM","--- Les cyclophilines sont données comme chaperones, nucléases, mRNA splicing helpers, chemo-attractants pour des cellules immunitaires. Ce sont aussi des ligands intracellulaires de la cyclosporine A. Chez les plantes ce sont des protéines de stress. Fon"
320,7861,2006-03-31,"HM","[=poster 7092]
--- P ovale est classé comme une levure
--- Chez des sujets TC+ Cladosporium et/ou Alternaria (n = 36, Finlande) les auteurs montrent en ELISA 42% de sujets positifs pour P. ovale [en fait les sujets sont ELISA+ surtout pour Cladosporium]"
321,7867,2006-04-12,"HM","--- Les auteurs avaient cru montrer un 43 kD, siège de CCD dans Vespula, comme identique à la hyaluronidase Ves v 2 [5674].
En fait il s'agit d'une isoforme Ves v 2b qui n'a que 58% d'identité avec le Ves v 2 déjà décrit (= donc Ves v 2a)
On trouve des "
322,7876,2006-04-16,"HM","--- Cet article passe en revue les causes toxiques des réactions aux produits de la mer.
Le syndrome scromboïde est celui qui pourrait ressembler à une allergie cliniquement. Il est du à la transformation de l’histidine du poisson en histamine sous l’act"
323,7878,2006-04-26,"HM","Etude en TC des %+ à divers fungi selon caractéristiques cliniques : [parfois les nb de sujets dans un groupe sont faibles, et des TC n'ont pas été effectué avec certains fungi chez tous les patients !.Pour les 3 groupes avec le + de patients on a]:
Derm"
324,7880,2006-04-26,"HM","--- Un cas de rhinite/asthme au décours de l'utilisation de vers de farine (larves de Tenebrio molitor) pour la pêche à la ligne (15 ans, Belgique). Le patient n'est pas atopique (notamment TC néd pour D ptero). En CAP 750 kU [!]. Un TC natif et un test r"
325,7883,2006-04-26,"HM","--- ""Le problème majeur pour le clinicien est celui de la non-signification clinique des réactions croisées mises en évidence in vitre et in vivo"".
--- Entre 34 et 70 % des polliniques bouleau ont des réactions à des aliments végétaux.
--- En France, on"
326,7893,2006-05-05,"HM","--- 23 enfants avec 0 à 7 chirurgies mais pas de spina. L’allergie clinique est confirmée par test conjonctival et/ou port de gant. 10 enfants sont atopiques dont 5 avec pollinose.
--- Une association latex-fruits (avocat, kiwi, châtaigne) (TC+ ou CAP+) "
327,7895,2006-05-05,"HM","[correspond au poster 7748]"
328,7901,2006-05-07,"HM","--- A partir d’une étude [peu documentée : téléphone]. Les auteurs en concluent que l’introduction des céréales après l’âge de 6 mois ne protège pas d’une allergie au blé."
329,7902,2006-05-05,"HM","--- Un cas d’allergie (OAS) à la coquille SJ chez une enfant de 14 ans ayant déjà eu des réactions à divers crustacés et mollusques. [Les auteurs relient la réaction à CSJ à l’exercice, mais ne disent pas que la CSJ est tolérée sans exercice].
Les TC et "
330,7905,2006-05-05,"HM","Caractérisation de Cla h 8 qui est une NADP-dependent mannitol dehydrogénase.
Pas glycosylé
% positivité 58% chez sujets Clado+"
331,7917,2006-05-13,"HM","--- Un cas d’allergie à la salade chez une femme de 60 ans avec TC+ oléacées, cupressacées, bétulacées (France). Les TC natifs sont surtout positifs pour le persil et la ciboulette, la laitue (3 mm) et la mâche (4 mm) donnant des résultats plus faibles. C"
332,7922,2006-05-06,"HM","--- Dans les régions tropicales et sub-tropicales Periplaneta americana prédomine (TaÏwan, Brésil, Singapour, Malaisie).
--- La GST Der p8 a 27 % d’identité avec Bla g5 et 33 % avec la GST de Schistosoma japonicum (Sj26).
--- nDer p8 montre un polymorph"
333,7925,2006-05-06,"HM","--- Les allergènes des groupes 1 et 2 des acariens proviennent de gènes uniques mais présentent de fréquentes variations alléliques. Ces changements d’AA influent sur la réactivité IgE mais aussi sur les réponses T. Par exemple rDer p 2.0101, bien que trè"
334,7928,2006-05-06,"HM","--- Etude portant sur la LTP de fraise. Une cohorte [très hétérogène] de 20 espagnols et 8 italiens avec histoire d’allergie à la fraise. [Mais rFra a 3 n’a été testé que chez 1 italien !].
--- rFra a 3 et positif chez 4/16 espagnols = 25 %. Les symptôme"
335,7938,2006-05-13,"HM","--- [Cet article faisant revue présente des résultats obtenus (par les auteurs ?) ave un Ab anti-Mal d 1 : blueberry et raspberry ne répondent pas tandis que la fraise et blackberry donnent un doublet env 17 kD. En blot (2 patients avec bouleau-pomme prés"
337,7941,2006-05-13,"HM","[notes su place:
41 cas d' ""anaphylaxie"" aux crustacés (29 Quincke, 18 urt généralisées, ..).
TC commercial positif chez 19/38 contre 38/38 pour un TC natif (NB: TC natif+ chez 1/50 non allergiques aux crustacés)
IgE spé+ chez 16/20]
--- Conclusion de"
338,7942,2006-05-13,"HM","Etude de 35 polliniques aux graminées (adultes, Alsace). Technique ELISA (seuil à 0,1)
Monoréactifs : seulement 6% (et tous rPhl p 1+)
Avec les 8 allergènes testés, 75% des patients sont réactifs à 4 allergènes ou plus.
Réactivité [~ vu sur le graphe]:"
339,7943,2006-05-13,"HM","--- [Dans cette étude qui est au moins en partie identique à celle de 7094, les auteurs semblent indiquer que le MALDI-TOF des 43 spots fait suite à une révélation en blot : donc ces spots seraient des allergènes ?]. Ils citent une béta-galactosidase, une"
340,7947,2006-05-13,"HM","[pb: utilisation d'un mAb] [publié dans: 7972]"
341,7950,2006-05-13,"HM","--- Etude chez 20 sujets (5-65 ans, Strasbourg) de la réactivité à l'albumine [de chat et/ou?? de chien: pas net] chez des sujets positifs en TC et in vitro pour le chat et le chien: 6 sujets/20 sont albumine+
Selon les auteurs ces 30% ne représentent pa"
343,7960,2006-05-16,"HM","¤¤¤
Extracts  of  Dermatophagoides pteronissinus and Lepidoglyphus destructor have been shown to cause epithelial cell desquamation in a protease-dependent way. The result of the desquamation may be that allergenic compounds penetrate deep into the airwa"
344,7963,2006-05-16,"HM","¤¤¤
House dust mites induce an innate immune activation partially dependent on TLR2, TLR4, and TLR9 and almost completely dependent on signaling through MyD88, an intracellular docking protein required for signaling through most TLRs.
Daily lowdose intr"
345,7967,2006-05-16,"HM","¤¤¤
TLR2 microbial ligands have the capacity to inhibit TH2 cytokine production
by mononuclear cells stimulated with mite allergen.
TLR2 is the receptor involved in the recognition of lipoproteins and lipoteichoic acid (LTA) from Grampositive bacteria."
346,7972,2006-05-26,"HM","[voir 7947]"
347,7976,2006-05-26,"HM","¤¤¤
Les auteurs ont purifié nFra e 1. Ils ne trouvent pas de différence en réactivité (in vitro et ex vivo) avec rFra e 1 (P. pastoris).
nFra e 1 apparaît comme un mélange de 5 variants avec des glycosylations différentes.
nFra e 1 a un épitope glucidi"
348,7979,2006-05-26,"HM","[cf. poster 8363: même travail]
Etude protant sur 33 sujets avec sensib aux moisiss (31 clado, 7 asperg,   15 alternaria) dont 11 étaient des asthmatiques sous IT Alternaria.
Prévalences:
- parmi les 31 Alternaria+ 22 sont TC+ natif Agaricus bisporus
"
349,7980,2006-05-26,"HM","--- 3 enfants et 2 adultes (Portugal et/ou Espagne) avec allergie au pouce-pied (Pollicipes pollicipes). Diagnostic posé sur l’histoire (ici réactions systémiques) et TC+ natif avec extrait cuit (15 min 75°).
--- Des TC natifs sont fait aussi avec des ex"
350,7981,2006-05-26,"HM","--- Etude de prévalence (n = 47 sujets TC+ D.ptero avec rhinite et/ou asthme). En ELISA 57 % sont positifs Der p1 et p2, 6 % Der p1 seulement, 9 % Der p2 seulement et 28 % ni l’un ni l’autre (ces derniers ont tendance à avoir des TC plus petits)."
351,7985,2006-05-30,"HM","[rien de bien spécial, hormis quelques remarques concernant les différences en blot selon reducing ou non-reducing]"
352,7987,2006-05-30,"HM","--- Un cas d’allergie assez sévère au cœur de palmier frais (chamaerops humilis croît dans le sud de l’Espagne) chez un homme de 25 ans avec polysensibilisation respiratoire. Le patient tolère le cœur de palmier en conserve (origine amérique centrale ou d"
353,7989,2006-05-30,"HM","--- On utilise depuis plus de 20 ans des anticorps anti-HRP pour détecter dans les protéines des xylose et/ou des fucose 1,3.
--- Api g5 possède des MUXF et des MMXF.
--- Le glycome des nématodes est plus complexe que celui des insectes (bien qu’avec un"
354,7990,2006-05-30,"HM","[= 7864 ?!!]"
355,7993,2006-06-04,"HM","--- Parmi 9 patients sous IT pollen de bouleau (2 à 3 ans), de nouvelles réactivités (CAP) sont vues chez 3: 3 fois Bet v 2, une fois Bet v 4 et une fois Bet v 6 [les niveaux doivent être faibles car ils n'apparaissent pas dans la fig 2]. Parmi les 4 poll"
357,8000,2006-06-06,"HM","--- En Europe centrale et du nord Lepidoglyphus prédomine sur Tyrophagus  et Acarus. 
De nombreuses études en secteur agricole ont montré que la prolifération des acariens est favorisée par 25-30 °C et 80 % d’humidité. Une réactivité aux acariens de stoc"
