"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","annee","volume","supplement","numero","prem_page","dern_page","autre_media","abstract","lien_ressource_web","full_text_disponible","doublon_vu"
7462,2005-11-24,"HM","Weber RW.","European hazel (Corylus americana)","Ann Allergy Asthma Immunol",2005,"95",,"4","A6",," ",," ",FAUX,FAUX
7463,2005-11-24,"HM","Lantto R. Puolanne E. Kalkkinen N. Buchert J. Autio K.","Enzyme-aided modification of chicken-breast myofibril proteins: effect of laccase and transglutaminase on gelation and thermal stability","J Agric Food Chem",2005,"53",,,"9231","9237"," ","
The effect of laccase and transglutaminase (TG) on cross-linking, gelation, and thermal stability of salt-soluble chicken-breast myofibril proteins was investigated at pH 6. Both enzymes modified the protein pattern detected by SDS-PAGE. Identification "," ",FAUX,FAUX
7464,2005-11-24,"HM","Prescott VE. Campbell PM. Moore A. Mattes J. Rothenberg ME. Foster PS. Higgins TJ. Hogan SP.","Transgenic Expression of Bean alpha-Amylase Inhibitor in Peas Results in Altered Structure and Immunogenicity","J Agric Food Chem",2005,"53",,,"9023","9030"," ","
The development of modern gene technologies allows for the expression of recombinant proteins in non-native hosts. Diversity in translational and post-translational modification pathways between species could potentially lead to discrete changes in the "," ",VRAI,FAUX
7465,2005-11-24,"HM","Schein CH. Ivanciuc O. Braun W.","Common physical-chemical properties correlate with similar structure of the IgE epitopes of peanut allergens","J Agric Food Chem",2005,"53",,,"8752","8759"," ","
Although many sequences and linear IgE epitopes of allergenic proteins have been identified and archived in databases, structural and physicochemical discriminators that define their specific properties are lacking. Current bioinformatics tools for pred"," ",VRAI,VRAI
7466,2005-11-24,"HM","Martin-Hernandez C. Benet S. Marvin-Guy LF.","Characterization and quantification of proteins in lecithins","J Agric Food Chem",2005,"53",,,"8607","8613"," ","
Several methods for extraction and quantification of proteins from lecithins were compared. Extraction with hexane-2-propanol-water followed by amino acid analysis is the most suitable method for isolation and quantification of proteins from lecithins. "," ",VRAI,FAUX
7467,2005-11-24,"HM","Dougall A. Holt DC. Fischer K. Currie BJ. Kemp DJ. Walton SF.","Identification and characterization of Sarcoptes scabei and Dermatophagoides pteronyssinus glutathione S-transferases: implication as a potential major allergen in crusted scabies","Am J Trop Med Hyg",2005,"73",,,"977","984"," ","
The astigmatid mite Sarcoptes scabiei is the causative agent of scabies, a highly infectious parasitic disease of the skin. Although the mite causes marked hypersensitivity reactions, particularly in crusted (severe) scabies, little is known about the s"," ",VRAI,FAUX
7468,2005-11-24,"HM","Schöll I. Kalkura N. Shedziankova Y. Bergmann A. Verdino P. Knittelfelder R. Kopp T. Hantusch B. Betzel C. Dierks K. Scheiner O. Boltz-Nitulescu G. Keller W. Jensen-Jarolim E.","Dimerization of the Major Birch Pollen Allergen Bet v 1 Is Important for its In Vivo IgE-Cross-Linking Potential in Mice","J Immunol",2005,"175",,,"6645","6650"," ","
In type I allergy, the cross-linking of membrane IgE on B lymphocytes and of cytophilic IgE on effector cells by their respective allergens are key events. For cross-linking two IgE molecules, allergens need at least two epitopes. On large molecules, th"," ",VRAI,FAUX
7469,2005-11-24,"HM","Weber RW.","Cross-reactivity of pollen allergens: recommendations for immunotherapy vaccines","Curr Opin Allergy Clin Immunol",2005,"5",,,"563","569"," ","
PURPOSE OF REVIEW: This review will summarize recent research on pollen allergen and epitope cross-reactivity. Knowledge of these relationships aids in the rational formulation of allergen immunotherapy vaccines. RECENT FINDINGS: There has been further "," ",VRAI,FAUX
7470,2005-11-24,"HM","Fuentes Aparicio V. Sanchez Marcen I. Perez Montero A. Baeza ML. de Barrio Fernandez M.","Allergy to mammal's meat in adult life: immunologic and follow-up study","J Investig Allergol Clin Immunol",2005,"15",,,"228","231"," ","
Allergy to bovine meat and Bovine serum albumin (BSA) is exceptional, especially in the adult life. BSA is considered a minor allergen in cow's milk allergy, but there is little information about this antigen in reactions produced by other beef products"," ",VRAI,FAUX
7471,2005-11-24,"HM","Valarakos AG. Karkaletsis V. Alexopoulou D. Papadimitriou E. Spyropoulos CD. Vouros G.","Building an allergens ontology and maintaining it using machine learning techniques","Comput Biol Med",2006,"36",,,"1155","1184"," ","
Ontologies are widely used for formalizing and organizing the knowledge of a particular domain of interest. This facilitates knowledge sharing and re-use by both people and systems. Ontologies are becoming increasingly important in the biomedical domain","16253221",VRAI,FAUX
7472,2005-11-24,"HM","Girodet PO. Casset A. Magnan A. de Blay F. Chanez P. Tunon de Lara JM.","Immunoglobuline E et maladies respiratoires","Rev Mal Respir",2005,"22",,,"967","981"," ","
IgE AND RESPIRATORY DISEASE Introduction IgE is known to provide the biological basis for allergy and immediate hypersensitivity. However, recent data provide some evidence that IgE responses are involved in other inflammatory processes apart from aller"," ",VRAI,FAUX
7473,2005-11-24,"HM","Lifrani A. Dubarry M. Rautureau M. Aattouri N. Boyaka PN. Tome D.","Peanut-lupine antibody cross-reactivity is not associated to cross-allergenicity in peanut-sensitized mouse strains","Int Immunopharmacol",2005,"5",,,"1427","1435"," ","
BACKGROUND: Peanut hypersensitivity is one of the most common food allergies and one of the most common causes of death by food anaphylaxis in children and adults. Cross-reactivity of peanut-specific antibody (Ab) with other legumes is frequently demons",,FAUX,FAUX
7474,2005-11-24,"HM","Barral P. Suarez C. Batanero E. Alfonso C. Alche Jde D. Rodriguez-Garcia MI. Villalba M. Rivas G. Rodriguez R.","An olive pollen protein with allergenic activity, Ole e 10, defines a novel family of carbohydrate-binding modules and is potentially implicated in pollen germination","Biochem J",2005,"390",,,"77","84"," ","
CBMs (carbohydrate-binding modules) are the most common non-catalytic modules associated with enzymes active in plant cell-wall hydrolysis. They have been frequently identified by amino acid sequence alignments, but only a few have been experimentally e"," ",VRAI,FAUX
7475,2005-11-24,"HM","Kim YY. Kim YK.","Outdoor Spider Mites as Asthma Allergens: Important in Farming and Nonfarming Communities","Allergy Clin Immunol Int",2005,"17",,,"193","197"," ","
Background: Asthma induced by house dust mites is a major health problem worldwide. Spider mites are outdoor phytophagous mites and they have the severest economic effect in the agricultural sector; they also have a worldwide distribution. Although pred",,FAUX,FAUX
7476,2005-11-24,"HM","Klotz JH. deShazo RD. Pinnas JL. Frishman AM. Schmidt JO. Suiter DR. Price GW. Klotz SA.","Adverse reactions to ants other than imported fire ants","Ann Allergy Asthma Immunol",2005,"95",,,"418","425"," ","
Objective: To identify ants other than Solenopsis invicta and Solenopsis richteri reported to cause adverse reactions in humans. 
Data Sources: We conducted a literature review to identify reports of medical reactions to ants other than S invicta and S"," ",FAUX,FAUX
7477,2005-11-24,"HM","Simons E. Weiss CC. Furlong TJ. Sicherer SH.","Impact of ingredient labeling practices on food allergic consumers","Ann Allergy Asthma Immunol",2005,"95",,,"426","428"," ","
Background: Food allergic consumers depend on ingredient labels for allergen avoidance, and the modality of labeling is changing. 
Objective: To investigate current responses to food labels so that the impact of future label changes can be anticipated."," ",FAUX,FAUX
7478,2005-11-24,"HM","Weber RW.","Yellow nutsedge","Ann Allergy Asthma Immunol",2005,"95",,"5","A6",," ",," ",VRAI,FAUX
7479,2005-11-24,"HM","Weber RW.","Corylus","Ann Allergy Asthma Immunol",2005,"95",,"4","A6",," ",," ",VRAI,FAUX
7480,2005-11-24,"HM","Weber RW.","Platanus","Ann Allergy Asthma Immunol",2004,"92",,"3","A6",," ",," ",VRAI,FAUX
7481,2005-11-24,"HM","Weber RW.","Solidago","Ann Allergy Asthma Immunol",2003,"91",,"6","A6",," ",," ",VRAI,FAUX
7482,2005-11-24,"HM","Weber RW.","Solenopsis","Ann Allergy Asthma Immunol",2003,"91",,"1","A6",," ",," ",VRAI,FAUX
7483,2005-11-24,"HM","Weber RW.","Mulberry","Ann Allergy Asthma Immunol",2003,"90",,,"A6",," ",," ",VRAI,FAUX
7484,2005-11-24,"HM","Akkerdaas JH. Wensing M. Asero R. Fernandez Rivas M. Knulst AC. Bolhaar S. Hefle SL. Aalberse RC. van Ree R.","IgE Binding to Pepsin-Digested Food Extracts","Int Arch Allergy Immunol",2005,"138",,,"203","208"," ",," ",VRAI,FAUX
7485,2005-11-24,"HM","Ferrer A. Marco FM. Andreu C. Sempere JM.","Occupational Asthma to Carmine in a Butcher","Int Arch Allergy Immunol",2005,"138",,,"243","250"," ",," ",VRAI,FAUX
7486,2005-11-24,"HM","Constantin C. Huber WD. Granditsch G. Weghofer M. Valenta R.","Different Profiles of Wheat Antigens Are Recognised by Patients Suffering from Coeliac Disease and IgE-Mediated Food Allergy","Int Arch Allergy Immunol",2005,"138",,,"257","266"," ",," ",VRAI,FAUX
7487,2005-11-24,"HM","Chatila TA.","Role of regulatory T cells in human diseases","J Allergy Clin Immunol",2005,"116",,,"949","959"," ",," ",VRAI,FAUX
7488,2005-11-24,"HM","Akdis M. Blaser K. Akdis CA.","T regulatory cells in allergy: Novel concepts in the pathogenesis, prevention, and treatment of allergic diseases","J Allergy Clin Immunol",2005,"116",,,"961","968"," ",," ",VRAI,VRAI
7489,2005-11-24,"HM","Asero R. Weber B. Mistrello G. Amato S. Madonini E. Cromwell O.","Giant ragweed specific immunotherapy is not effective in a proportion of patients sensitized to short ragweed: Analysis of the allergenic differences between short and giant ragweed","J Allergy Clin Immunol",2005,"116",,,"1036","1041"," ",,"16275372",VRAI,FAUX
7490,2005-11-24,"HM","Bolhaar STHP. van de Weg WE. van Ree R. Gonzalez-Mancebo E. Zuidmeer L. Bruijnzeel-Koomen CAFM. Fernandez-Rivas M. Jansen J. Hoffmann-Sommergruber K. Knulst AC. Gilissen LJWJ.","In vivo assessment with prick-to-prick testing and double-blind, placebo-controlled food challenge of allergenicity of apple cultivars","J Allergy Clin Immunol",2005,"116",,,"1080","1086"," ",,,VRAI,FAUX
7491,2005-11-24,"HM","Fleischer DM. Conover-Walker MK. Matsui EC. Wood RA.","The natural history of tree nut allergy","J Allergy Clin Immunol",2005,"116",,,"1087","1093"," ",,,VRAI,FAUX
7492,2005-11-24,"HM","Meier EA.","Carbapenem cross-reactivity with penicillin","J Allergy Clin Immunol",2005,"116",,,"1169",," ",,,VRAI,FAUX
7493,2005-11-24,"HM","Lucas JSA. Lewis SA. Trewin JB. Grimshaw KEC. Warner JO. Hourihane JO’B.","Comparison of the allergenicity of Actinidia deliciosa (kiwi fruit) and Actinidia chinensis (gold kiwi)","Pediatr Allergy Immunol",2005,"16",,,"647","654"," ",," ",VRAI,FAUX
7494,2005-11-24,"HM","Chen YH. Lee MF. Lan JL. Chen CS. Wang HL. Hwang GY. Wu CH.","Hypersensitivity to Forcipomyia taiwana (biting midge): clinical analysis and identification of major For t 1, For t 2 and For t 3 allergens","Allergy",2005,"60",,,"1518","1523"," ",,"16266384",VRAI,FAUX
7495,2005-11-24,"HM","Zapatero L. Baeza ML. Z. Sierra Z. Molero MIM.","Anaphylaxis by fruits of the Fagaceae family: acorn and chestnut","Allergy",2005,"60",,,"1542",," ",,,VRAI,FAUX
7496,2005-11-28,"HM","Patel HA. Singh H. Havea P. Considine T. Creamer LK.","Pressure-induced unfolding and aggregation of the proteins in whey protein concentrate solutions","J Agric Food Chem",2005,"53",,,"9590","9601"," ","
Whey protein concentrate solutions (12% w/v, pH 6.65 +/- 0.05) were pressure treated at 800 MPa for 20-120 min and then examined using size exclusion chromatography (SEC), small deformation rheology, transmission electron microscopy, and various types o"," ",FAUX,FAUX
7497,2005-11-28,"HM","Guilmineau F. Krause I. Kulozik U.","Efficient Analysis of Egg Yolk Proteins and Their Thermal Sensitivity Using Sodium Dodecyl Sulfate Polyacrylamide Gel Electrophoresis under Reducing and Nonreducing Conditions","J Agric Food Chem",2005,"53",,,"9329","9336"," ","
The multiple functional properties of egg yolk are mostly influenced by its complex protein composition. The high lipid content of egg yolk as well as the low solubility of delipidated egg yolk lipoproteins make analysis by conventional chromatographic "," ",FAUX,FAUX
7498,2005-11-28,"HM","Borghesan F. Borghesan N.","Maize flour-induced rhinitis","Eur Ann Allergy Clin Immunol",2005,"37",,,"283","284"," ","
Food allergy rarely causes allergic rhinitis. We report the case of a patient who developed non-occupational persistent rhinitis in adult age, evoked by the ingestion of maize (corn) flour. The symptoms and typical reactions of food allergy occurred onl"," ",FAUX,FAUX
7499,2005-11-28,"HM","Jiang SY. Jasmin PX. Ting YY. Ramachandran S.","Genome-wide Identification and Molecular Characterization of Ole_e_I, Allerg_1 and Allerg_2 Domain-containing Pollen-Allergen-like Genes in Oryza sativa","DNA Res",2005,"12",,,"167","179"," ","
Pollen allergens play important roles in plant development in addition to their allergenic nature for human. More than 10 groups of pollen allergens have been reported. Among them, Pollen_Ole_e_I (Ole), Pollen_allerg_1 (Allerg1) and Pollen_allerg_2 (All","16303748",FAUX,FAUX
7500,2005-11-28,"HM","Malandain H.","Transglutaminases : a meeting point for wheat allergy, celiac disease, and food safety","Eur Ann Allergy Clin Immunol",2005,"37",,,"397","403"," ",," ",FAUX,FAUX
7501,2005-11-28,"HM","Akkerdaas JH. Schocker F. Vieths S. Versteeg S. Zuidmeer L. Hefle SL. Aalberse RC. Richter K. Ferreira F. van Ree R.","Cloning of oleosin, a putative new hazelnut allergen, using a hazelnut cDNA library","Mol Nutr Food Res",2006,"50",,,"18","23"," ","
The clinical presentation of non-pollen related allergy to hazelnut can be severe and systemic. So far, only a limited number of non-pollen related hazelnut allergens have been identified and characterized. The aim of this study was to identify and clon",,FAUX,FAUX
7502,2005-11-28,"HM","Moreno-Ancillo A. Gil-Adrados A. Dominguez-Noche C. Cosmes P. Pineda F.","Occupational asthma due to carrot in a cook","Allergol Immunopathol (Madr)",2005,"33",,,"288","290"," ","
Background: Few previous reports of carrot-induced asthma have been confirmed by objective tests. Hypersensitivity to carrot is frequently associated with allergy to Apiaceae spices and sensitization to birch and mugwort pollens. Clinical case: A 40-yea"," ",VRAI,FAUX
7503,2005-11-28,"HM","Johansen P. Senti G. Martinez Gomez JM. Wuthrich B. Bot A. Kundig TM.","Heat denaturation, a simple method to improve the immunotherapeutic potential of allergens","Eur J Immunol",2005,"35",,,"3591","3598"," ","
Allergen-specific immunotherapy (SIT) leads to a long-term amelioration of IgE- and Th2-mediated allergic diseases. However, SIT efficiency is low, with years of treatment along with frequent allergic side effects. The goal of this study was to reduce t"," ",FAUX,FAUX
7504,2005-11-28,"HM","Dong CC. Yin XJ. Ma JY. Millecchia L. Wu ZX. Barger MW. Roberts JR. Antonini JM. Dey RD. Ma JK.","Effect of diesel exhaust particles on allergic reactions and airway responsiveness in ovalbumin-sensitized brown Norway rats","Toxicol Sci",2005,"88",,,"202","212"," ","
We have previously demonstrated that exposure to diesel exhaust particles (DEP) prior to ovalbumin (OVA) sensitization in rats reduced OVA-induced airway inflammation. In the present study, Brown Norway rats were first sensitized to OVA (42.3 +/- 5.7 mg"," ",FAUX,FAUX
7505,2005-11-28,"HM","Asturias JA. Ibarrola I. Ferrer A. Andreu C. Lopez-Pascual E. Quiralte J. Florido F. Martinez A.","Diagnosis of Alternaria alternata sensitization with natural and recombinant Alt a 1 allergens","J Allergy Clin Immunol",2005,"115",,,"1210","1217"," ",,,VRAI,VRAI
7506,2005-12-06,"HM","Knutsen AP. Noyes B. Warrier MR. Consolino J.","Allergic bronchopulmonary aspergillosis in a patient with cystic fibrosis: diagnostic criteria when the IgE level is less than 500 IU/mL","Ann Allergy Asthma Immunol",2005,"95",,,"488","493"," ","
BACKGROUND: Recently, the Cystic Fibrosis Foundation developed a consensus report recommending diagnostic criteria for allergic bronchopulmonary aspergillosis (ABPA) in patients with cystic fibrosis that includes a serum IgE level greater than 500 IU/mL"," ",VRAI,FAUX
7507,2005-12-06,"HM","Ferrer A. Carnes J. Gallego MT. Andreu C. Fernandez-Caldas E.","Characterization and improvement of apple extracts for the diagnosis of apple IgE-mediated allergy","Ann Allergy Asthma Immunol",2005,"95",,,"462","467"," ","
BACKGROUND: The production process of reliable fruit extracts is not well established. OBJECTIVES: To improve the overall quality of apple extracts by reducing protein loss during the manufacturing process and to evaluate the improved extracts using in "," ",FAUX,FAUX
7508,2005-12-20,"HM","Birnbaum J. Vervloet D. Charpin D.","Atopy and systemic reactions to hymenoptera stings","Allergy Proc",1994,"15",,,"49","52"," ","
To evaluate whether atopy is a risk factor for systemic reactions to hymenoptera stings, we compared the atopic status of two groups of subjects. The first group included 93 patients (59 males), mean (+/- SD) age: 42.3 +/- 17.2 yrs with a history of ana"," ",FAUX,FAUX
7509,2005-12-22,"HM","Willats WGT.","Phage display: practicalities and prospects","Plant Mol Biol",2002,"50",,,"837","854"," ",," ",VRAI,FAUX
7510,2005-12-06,"HM","Suzuki M. Tanaka Y. Korematsu S. Mikami B. Minato N.","Crystal structure and some properties of a major house dust mite allergen, Der f 2","Biochem Biophys Res Commun",2005,"339",,,"679","686"," ","
Pyroglyphid house dust mites are a major source of allergens in house dust. Mite allergens sensitize and induce asthma, rhinitis, and eczema in a large portion of patients with allergic diseases. Here, the crystal structure of a major mite allergen, Der"," ",VRAI,FAUX
7511,2005-12-22,"HM","Mayer C. Appenzeller U. Seelbach H. Achatz G. Oberkofler H. Breitenbach M. Blaser K. Crameri R.","Humoral and cell-mediated autoimmune reactions to human acidic ribosomal P2 protein in individuals sensitized to Aspergillus fumigatus P2 protein","J Exp Med",1999,"189",,,"1507","1512"," ","
A panel of cDNAs encoding allergenic proteins was isolated from an Aspergillus fumigatus cDNA library displayed on the surface of filamentous phage. Solid phase-immobilized serum immunoglobulin E (IgE) from A. fumigatus-allergic individuals was used to ",,VRAI,FAUX
7512,2005-12-06,"HM","Garcia Robaina JC. Sanchez Machin I. Fernandez-Caldas E. Iraola Calvo V. Vazquez Moncholi C. Bonnet Moreno C. de la Torre Morin F.","Skin tests and conjunctival and bronchial challenges with extracts of Blomia tropicalis and Dermatophagoides pteronyssinus in patients with allergic asthma and/or rhinoconjunctivitis","Int Arch Allergy Immunol",2003,"131",,,"182","188"," ","
BACKGROUND: Blomia tropicalis and Dermatophagoides pteronyssinus are important mite species in Tenerife, Canary Islands, Spain. Several studies have demonstrated a variable degree of allergenic cross-reactivity in vitro. However, only a few have address",,VRAI,FAUX
7513,2005-12-22,"HM","Chua KY. Stewart GA. Thomas WR. Simpson RJ. Dilworth RJ. Plozza TM. Turner KJ.","Sequence analysis of cDNA coding for a major house dust mite allergen, Der p 1. Homology with cysteine proteases","J Exp Med",1988,"167",,,"175","182"," ","
A cDNA clone coding for Der p 1, a major allergen from the house dust mite Dermatophagoides pteronyssinus, has been sequenced. It codes for a 222 residue mature protein with a derived molecular weight of 25,371 and contains 1 potential N-glycosylation s",,VRAI,FAUX
7514,2005-12-06,"HM","James LC. Tawfik DS.","Structure and kinetics of a transient antibody binding intermediate reveal a kinetic discrimination mechanism in antigen recognition","Proc Natl Acad Sci U S A",2005,"102",,,"12730","12735"," ","
Induced fit is a predominant phenomenon in protein-ligand interactions, yet it is invariably attributed without establishing the existence, let alone the structure, of the initial, low-affinity encounter complex. We determined the crystal structure of t","16129832",FAUX,VRAI
7515,2005-12-06,"HM","James LC. Tawfik DS.","The specificity of cross-reactivity: promiscuous antibody binding involves specific hydrogen bonds rather than nonspecific hydrophobic stickiness","Protein Sci",2003,"12",,,"2183","2193"," ","
Proteins are renowned for their specificity of function. There is, however, accumulating evidence that many proteins, from enzymes to antibodies, are functionally promiscuous. Promiscuity is of considerable physiological importance. In the immune system"," ",VRAI,VRAI
7516,2005-12-06,"HM","James LC. Roversi P. Tawfik DS.","Antibody multispecificity mediated by conformational diversity","Science",2003,"299",,,"1362","1367"," ","
Comment in: 
Science. 2003 Feb 28;299(5611):1327-8.

A single antibody was shown to adopt different binding-site conformations and thereby bind unrelated antigens. Analysis by both x-ray crystallography and pre-steady-state kinetics revealed an equil","12610298",VRAI,FAUX
7517,2005-12-22,"HM","Thomas WR. Stewart GA. Simpson RJ. Chua KY. Plozza TM. Dilworth RJ. Nisbet A. Turner KJ.","Cloning and expression of DNA coding for the major house dust mite allergen Der p 1 in Escherichia coli","Int Arch Allergy Appl Immunol",1988,"85",,,"127","129"," ","
A cDNA clone coding for the major house dust mite allergen Der p 1 was isolated from a lambda gt 11 library. Its sequence correlates with known amino acid sequences of Der p 1 and it produces a fusion protein which reacts with rabbit anti-Der p 1 antise",,FAUX,FAUX
7518,2005-12-06,"HM","Romagnani S.","Regulatory T cells: which role in the pathogenesis and treatment of allergic disorders ?","Allergy",2006,"61",,,"3","14"," ",," ",VRAI,FAUX
7519,2005-12-06,"HM","Florvaag E. Johansson SGO. Öman H. Harboe T. Nopp A.","Pholcodine stimulates a dramatic increase of IgE in IgE-sensitized individuals. A pilot study","Allergy",2006,"61",,,"49","55"," ",," ",VRAI,FAUX
7520,2005-12-06,"HM","Berin MC. Zheng Y. Domaradzki M. Li XM. Sampson HA.","Role of TLR4 in allergic sensitization to food proteins in mice","Allergy",2006,"61",,,"64","71"," ",," ",VRAI,FAUX
7521,2005-12-06,"HM","Kumari D. Kumar R. Sridhara S. Arora N. Gaur SN. Singh BP.","Sensitization to blackgram in patients with bronchial asthma and rhinitis: clinical evaluation and characterization of allergens","Allergy",2006,"61",,,"104","110"," ",,,VRAI,FAUX
7522,2005-12-06,"HM","Poikonen S. Puumalainen TJ. Kautiainen H. Burri P. Palosuo T. Reunala T. Turjanmaa K.","Turnip rape and oilseed rape are new potential food allergens in children with atopic dermatitis","Allergy",2006,"61",,,"124","127"," ",,,VRAI,FAUX
7523,2005-12-06,"HM","Weichel M. Vergoossen NJ. Bonomi S. Scibilia J. Ortolani C. Ballmer-Weber BK. Pastorello EA. Crameri R.","Screening the allergenic repertoires of wheat and maize with sera from double-blind, placebo-controlled food challenge positive patients","Allergy",2006,"61",,,"128","135"," ",,,VRAI,FAUX
7524,2005-12-06,"HM","Woodcock AA. Steel N. Moore CB. Howard SJ. Custovic A. Denning DW.","Fungal contamination of bedding","Allergy",2006,"61",,,"140","142"," ",,,VRAI,FAUX
7525,2005-12-06,"HM","Donnay C. Barderas R. Kopferschmitt-Kubler MC. Pauli G. de Blay F.","Sensitization to pig albumin and gamma-globulin responsible for occupational respiratory allergy","Allergy",2006,"61",,,"143","144"," ",,,VRAI,FAUX
7526,2005-12-06,"HM","Magnan A. Humbert M.","Is deficient tolerance the true paradigm for atopic diseases ?","Clin Exp Allergy",2005,"35",,,"1507","1510"," ",,"16393315",VRAI,FAUX
7527,2005-12-06,"HM","Johansen P. Senti G. Martinez Gomez JM. Storni T. von Beust BR. Wüthrich B. Bot A. Kündig TM.","Toll-like receptor ligands as adjuvants in allergen-specific immunotherapy","Clin Exp Allergy",2005,"35",,,"1591","1598"," ",,"16393325",VRAI,FAUX
7528,2005-12-06,"HM","Piipari R. Keskinen H.","Agents causing occupational asthma in Finland in 1986–2002: Cow epithelium bypassed by moulds from moisture-damaged buildings","Clin Exp Allergy",2005,"35",,,"1632","1637"," ",,,VRAI,FAUX
7529,2005-12-06,"HM","Bolhaar STHP. Zuidmeer L. Ma Y. Ferreira F. Bruijnzeel-Koomen CAFM. Hoffmann-Sommergruber K. van Ree R. Knulst AC.","A mutant of the major apple allergen, Mal d 1, demonstrating hypo-allergenicity in the target organ by double-blind placebo-controlled food challenge","Clin Exp Allergy",2005,"35",,,"1638","1644"," ",,"16393331",VRAI,FAUX
7530,2005-12-06,"HM","Liu CF. Chen YL. Chang WT. Shieh CC. Yu CK. Reid KBM. Wang JY.","Mite allergen induces nitric oxide production in alveolar macrophage cell lines via CD14/toll-like receptor 4, and is inhibited by surfactant protein D","Clin Exp Allergy",2005,"35",,,"1615",," ","
Background Previously, we have found that dust mite allergens can directly activate alveolar macrophages (AMs), induce inflammatory cytokines, and enhance T-helper type 2 cytokine production. A molecule of innate immunity in the lung, surfactant protein",,VRAI,FAUX
7531,2005-12-06,"HM","D’Amato G. Liccardi G. D’Amato M. Holgate S.","Environmental risk factors and allergic bronchial asthma","Clin Exp Allergy",2005,"35",,,"1113","1124"," ",,,VRAI,FAUX
7532,2005-12-22,"HM","Andersson A. Rasool O. Schmidt M. Kodzius R. Fluckiger S. Zargari A. Crameri R. Scheynius A.","Cloning, expression and characterization of two new IgE-binding proteins from the yeast Malassezia sympodialis with sequence similarities to heat shock proteins and manganese superoxide dismutase","Eur J Biochem",2004,"271",,,"1885","1894"," ","Erratum in:  Eur J Biochem. 2004 Dec;271(23-24):4978.

Malassezia sympodialis is an opportunistic yeast that colonizes human skin and may induce IgE and T cell reactivity in patients with atopic eczema/dermatitis syndrome (AEDS). Previously, we have clo","15128298",VRAI,FAUX
7533,2005-12-12,"HM","Pons L. Palmer K. Burks W.","Towards immunotherapy for peanut allergy","Curr Opin Allergy Clin Immunol",2005,"5",,,"558","562"," ","
PURPOSE OF REVIEW: Food allergy is a major cause of life-threatening hypersensitivity reactions. Peanut allergy is the most serious of the hypersensitivity reactions to foods due to its persistence and high risk of severe anaphylaxis. Currently, strict "," ",FAUX,FAUX
7534,2005-12-12,"HM","Yazdanbakhsh M. Boakye D.","Good or Bad for the Hygiene Hypothesis ?","Allergy Clin Immunol Int",2005,"17",,,"237","242"," ","
Background: The increase in prevalence of allergic disorders in industrialized countries has been attributed to changes in lifestyle and the environment. Such changes have led, among others, to a lower exposure to microbes/microbial products. The hygien"," ",FAUX,FAUX
7535,2005-12-12,"HM","Arruda LK.","Tropomyosin in Parasites - A Crossreactive IgE-binding Protein ?","Allergy Clin Immunol Int",2005,"17",,,"243","245"," ","
Background: The role of infections with intestinal parasites in the development of allergy and asthma is still controversial, with some studies pointing towards protective effects of parasitic infection and others suggesting a heightened risk of allergi"," ",VRAI,FAUX
7536,2005-12-12,"HM","Porcel SL. Cámara C. Rodríguez A. Fletes C. Jiménez S. Rodríguez E. Alvarado M. Hernández J. Pereira L. Cobo R.","IgE-Mediated Hypersensitivity to Common Earthworm - Characterization of Allergens Involved","Allergy Clin Immunol Int",2005,"17",,,"246","248"," ","
Earthworms are commonly used as live fish bait by anglers. Nevertheless, only two cases of immunoglobulin E (IgE)-mediated hypersensitivity to unknown allergens of earthworms have been reported. We report the case of a 39-year-old male, an amateur fishe"," ",VRAI,FAUX
7537,2005-12-12,"HM","Capriles-Hulett A. Sánchez-Borges M.","Dermatophagoides and Blomia Skin Sensitization in Allergic Patients - Prevalence in a Tropical Environment","Allergy Clin Immunol Int",2005,"17",,,"224","228"," ","
Background: A high prevalence of sensitization to domestic mites exists all over the world among patients with allergic respiratory diseases such as rhinitis and asthma; the high humidity of the tropical climate favors this in particular. The objectives"," ",FAUX,FAUX
7538,2005-12-13,"HM","Li Y. Darley CP. Ongaro V. Fleming A. Schipper O. Baldauf SL. McQueen-Mason SJ.","Plant Expansins Are a Complex Multigene Family with an Ancient Evolutionary Origin","Plant Physiol",2002,"128",,,"854","864"," ",," ",VRAI,FAUX
7539,2005-12-13,"HM","Van Do T. Elsayed S. Florvaag E. Hordvik I. Endresen C.","Allergy to fish parvalbumins: Studies on the cross-reactivity of allergens from 9 commonly consumed fish","J Allergy Clin Immunol",2005,"116",,,"1314","1320"," ",,"16337465",VRAI,FAUX
7540,2005-12-13,"HM","Kalach N. Soulaines P. de Boissieu D. Dupont C.","A pilot study of the usefulness and safety of a ready-to-use atopy patch test (Diallertest) versus a comparator (Finn Chamber) during cow’s milk allergy in children","J Allergy Clin Immunol",2005,"116",,,"1321","1326"," ",,,VRAI,VRAI
7541,2005-12-13,"HM","Schimek EM. Zwölfer B. Briza P. Jahn-Schmid B. Vogel L. Vieths S. Ebner C. Bohle B.","Gastrointestinal digestion of Bet v 1-homologous food allergens destroys their mediator-releasing, but not T cell–activating, capacity","J Allergy Clin Immunol",2005,"116",,,"1327","1333"," ",,,VRAI,FAUX
7542,2005-12-13,"HM","Volz T. Berner D. Weigert C. Röcken M. Biedermann T.","Fixed food eruption caused by asparagus","J Allergy Clin Immunol",2005,"116",,,"1390","1391"," ",,"16337479",VRAI,FAUX
