"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
3742,19-sept.-02,"henriM","Rancé F. Didier A. Dutau G.","-",,"""Urgences en allergologie"", Expansion Scientifique Française, 2002",2002,,,,,,,FAUX
3743,27-mars-03,"henriM","Pecquet C. Danis M. Leynadier F.","Anisakis simplex et réactions d'hypersensibilité immédiate","Ann Dermatol Venereol",,2002,"129",,,"303","305","
  BACKGROUND: Anisakis simplex is one of the nematode worms that parasitize
  sea mammals. When its larvae are accidentally ingested by humans, they can
  infect the host, resulting in anisakiasis manifested by digestive
  symptoms, or they may cause",VRAI
3744,24-sept.-02,"henriM","Path G. Braun A. Meents N. Kerzel S. Quarcoo D. Raap U. Hoyle GW. Nockher WA. Renz H.","Augmentation of allergic early-phase reaction by nerve growth factor","Am J Respir Crit Care Med",,2002,"166",,,"818","826","
        The allergic early-phase reaction, a hallmark of allergic bronchial 
        asthma, is caused by allergen and immunoglobulin E-dependent mediator 
        release from mast cells. It was previously shown that nerve growth 
        factor (NG",VRAI
3745,24-sept.-02,"henriM","Iwasaki M. Nagata K. Takano S. Takahashi K. Ishii N. Ikezawa Z.","Association of a New-Type Prostaglandin D2 Receptor CRTH2 with Circulating T Helper 2 Cells in Patients with Atopic Dermatitis","J Investig Dermatol",,2002,"119",,,"609","616","
        Prostaglandin D2 is known to be the major prostanoid produced by 
        allergen-activated mast cells, but its role in the formation of allergic 
        diseases is not well established because of complexity of its receptor 
        system",FAUX
3746,24-sept.-02,"henriM","Jackola D. Pierson-Mullany L. Liebeler C. Blumenthal M. Rosenberg A.","Variable binding affinities for allergen suggest a 'selective competition' among immunoglobulins in atopic and non-atopic humans","Mol Immunol",,2002,"39",,,"367","377","
        Atopy is a persistent, aberrant humoral response to certain classes of 
        proteins (allergens) characterized by the presence of allergen-specific 
        IgE. Yet, in both atopic and non-atopic individuals, allergen-specific 
        r",FAUX
3747,24-sept.-02,"henriM","Epton MJ. Smith W. Hales BJ. Hazell L. Thompson PJ. Thomas WR.","Non-allergenic antigen in allergic sensitization: responses to the mite ferritin heavy chain antigen by allergic and non-allergic subjects","Clin Exp Allergy",,2002,"32",,,"1341","1347","
        BACKGROUND: The majority of house dust mite proteins are non-allergenic. 
        There is, however, no information on the type of immune responses 
        produced to these proteins and if the responses are affected by allergic 
        sen",VRAI
3748,24-sept.-02,"henriM","Cavallo GP. Elia M. Giordano D. Baldi C. Cammarota R.","Decrease of Specific and Total IgE Levels in Allergic Patients After BCG Vaccination: Preliminary Report","Arch Otolaryngol Head Neck Surg",,2002,"128",,,"1058","1060","
        BACKGROUND: A systemic reaction to mycobacteria biases the balance of T 
        helper cell types 1 and 2 toward T helper cell type 1. BCG vaccination 
        mimics some characteristics of mycobacterial infection. Children who 
        hav",FAUX
3749,24-sept.-02,"henriM","Le Roux P. Toutain F. Le Luyer B.","[Article in French]","Arch Pediatr",,2002,"9","Suppl. 3",,"408s","414s","
        Many studies have been dedicated to the prevention of infant and 
        childhood asthma in recent years. Primary prevention begins during intra 
        uterine life (maternal smoke, diet, allergen exposure). During the first 
        year",FAUX
3750,24-sept.-02,"henriM","Heraud MC. Herbelin-Wagner ML.","[Risk factors: environment, tobacco smoke]","Arch Pediatr",,2002,"9","Suppl. 3",,"377s","383s","
        Environmental factors are usually considered as risk factors for 
        increase of asthma prevalence. They may act isolately but are frequently 
        associated. They act either directly by inducing asthma or more likely 
        by inc",FAUX
3751,24-sept.-02,"henriM","Karila C.","Tests cutanés allergologiques. Nourrisson et jeune enfant asthmatiques","Arch Pediatr",,2002,"9","Suppl. 3",,"338s","343s","
        Skin tests represent a major tool in the diagnosis of IgE 
        mediated-allergy. The main indication is the measure of atopy during 
        infancy and early childhood, as a predictive factor of the development 
        of asthma. When a",FAUX
3752,24-sept.-02,"henriM","Bashir ME. Andersen P. Fuss IJ. Shi HN. Nagler-Anderson C.","An enteric helminth infection protects against an allergic response to dietary antigen","J Immunol",,2002,"169",,,"3284","3292","
        Although helminths induce a polarized Th2 response they have been shown, 
        in clinical studies, to confer protection against allergies. To 
        elucidate the basis for this paradox, we have examined the influence of 
        an ent",VRAI
3753,24-sept.-02,"henriM","Ownby DR. Johnson CC. Peterson EL.","Exposure to dogs and cats in the first year of life and risk of allergic sensitization at 6 to 7 years of age","JAMA",,2002,"288",,,"963","972","Comment in [3705]     
        CONTEXT: Childhood asthma is strongly associated with allergic 
        sensitization. Studies have suggested that animal exposure during 
        infancy reduces subsequent allergic sensitization. OBJECTIVE: To 
       ",VRAI
3754,24-sept.-02,"henriM","Linhart B. Jahn-Schmid B. Verdino P. Keller W. Ebner C. Kraft D. Valenta R.","Combination vaccines for the treatment of grass pollen allergy consisting of genetically engineered hybrid molecules with increased immunogenicity","FASEB J",,2002,"16",,,"1301","1303","
        Most of the 400 million grass pollen-allergic patients worldwide are 
        co-sensitized to several unrelated grass pollen allergens. Based on 
        frequent co-sensitization patterns determined in 200 grass 
        pollen-allergic pat",FAUX
3755,24-sept.-02,"henriM","Matias I. Pochard P. Orlando P. Salzet M. Pestel J. Di Marzo V.","Presence and regulation of the endocannabinoid system in human dendritic cells","Eur J Biochem",,2002,"269",,,"3771","3778","
        Cannabinoid receptors and their endogenous ligands, the 
        endocannabinoids, have been detected in several blood immune cells, 
        including monocytes/macrophages, basophils and lymphocytes. However, 
        their presence in dend",FAUX
3756,24-sept.-02,"henriM","Jacob B. Ritz B. Gehring U. Koch A. Bischof W. Wichmann HE. Heinrich J.","Indoor exposure to molds and allergic sensitization","Environ Health Perspect",,2002,"110",,,"647","653","
        Evidence that indoor dampness and mold growth are associated with 
        respiratory health has been accumulating, but few studies have been able 
        to examine health risks in relation to measured levels of indoor mold 
        exposu",VRAI
3757,24-sept.-02,"henriM","Celedon JC. Litonjua AA. Ryan L. Platts-Mills T. Weiss ST. Gold DR.","Exposure to cat allergen, maternal history of asthma, and wheezing in first 5 years of life","Lancet",,2002,"360",,,"781",,"
        We looked for an association between early exposure to pets and asthma 
        and wheezing in children whose mothers or fathers did or did not have a 
        history of asthma. We followed up 448 children, who had at least one 
        par",FAUX
3758,24-sept.-02,"henriM","Hollund BE. Moen BE. Egeland GM. Florvaag E. Omenaas E.","Occupational exposure to hairdressing chemicals and immunoglobulin E synthesis","Scand J Work Environ Health",,2002,"28",,,"264","269","
        OBJECTIVE: This study assessed the effect of exposure to hairdressing 
        chemicals on total and allergen-specific serum immunoglobulin E (IgE) in 
        hairdressers. METHODS: The study was based on a questionnaire sent to 
        10",FAUX
3759,27-sept.-02,"henriM","Smith-Norowitz TA. Bluth MH. Drew H. Norowitz KB. Chice S. Shah VN. Nowakowski M. Josephson AS. Durkin HG. Jocks R.","Effect of minocycline and doxycycline on IgE responses","Ann Allergy Asthma Immunol",,2002,"89",,,"172","179","Background: We have recently found that the tetracycline minocycline suppresses inflammatory responses in serum immunoglobulin (Ig)E-positive asthmatic patients, and that IgE levels can decrease in these patients. The mechanism by which minocycline suppre",VRAI
3760,27-sept.-02,"henriM","Caballero T. Sanmartin MS. Padial MA. Contreras J. Cabanas R. Barranco P. Lopez-Serrano MC.","Clinical characteristics of patients with mustard hypersensitivity","Ann Allergy Asthma Immunol",,2002,"89",,,"166","171","Background: Although mustard is frequently consumed in Spain and elsewhere, only isolated case reports of mustard allergy have been reported. No large series of case studies have been published.Objectives: We sought to describe demographic, clinical, and",VRAI
3761,27-sept.-02,"henriM","Lack G. Chapman M. Kalsheker N. King V. Robinson C. Venables K.","Report on the potential allergenicity of genetically modified organisms and their products","Clin Exp Allergy",,2002,"32",,,"1131","1143",,VRAI
3762,27-sept.-02,"henriM","Duranti M. Gius C. Sessa F. Vecchio G.","The saccharide chain of lupin seed conglutin gamma is not responsible for the protection of the native protein from degradation by trypsin","Eur J Biochem",,1995,"230",,,"886","891",,VRAI
3763,27-sept.-02,"henriM","Yi FC. Cheong N. Shek PCL. Wang DY. Chua KY. Lee BW.","Identification of shared and unique immunoglobulin E epitopes of the highly conserved tropomyosins in Blomia tropicalis and Dermatophagoides pteronyssinus","Clin Exp Allergy",,2002,"32",,,"1203","1210","Background Tropomyosin belongs to a class of highly conserved proteins in invertebrates and vertebrates. The invertebrate tropomyosins are allergenic in man with high IgE cross-reactivity and have been therefore referred to as pan-allergens.Objectives Th",VRAI
3764,27-sept.-02,"henriM","Siebers R. Fitzharris P. Crane J.","Feather bedding and allergic disease in children: a cover story ?","Clin Exp Allergy",,2002,"32",,,"1119","1123",,VRAI
3765,27-sept.-02,"henriM","Horak F. Studnicka M. Gartner C. Veiter A. Tauber E. Urbanek R. Frischer T.","Parental farming protects children against atopy: longitudinal evidence involving skin prick tests","Clin Exp Allergy",,2002,"32",,,"1155","1159","Background There is growing evidence that the development of allergic sensitization can be influenced by environmental co-factors. Studies showed that growing up on a farm can protect children against allergic sensitization. However, little is known wheth",VRAI
3766,27-sept.-02,"henriM","FAO - WHO","Rapport de la seconde session du Groupe Spécial intergouvernemental du Codex sur les aliments dérivés des biotechnologies - Chiba (Japon), 25-29 mars 2001",,"-",2001,,,,,,,VRAI
3767,15-nov.-02,"henriM","Wu CH. Lee MF. Yang JS. Tseng CY.","IgE-binding epitopes of the American cockroach Per a 1 allergen","Mol Immunol",,2002,"39",,,"459","464","
Cockroach is one of the major indoor allergens for IgE-mediated allergic respiratory illnesses throughout the world. The American cockroach (Periplaneta americana) Per a 1 allergen is antigenically cross-reactive with the German cockroach (Blattella ger",FAUX
3768,03-oct.-02,"henriM","Alvarez MJ. Lombardero M.","IgE-mediated anaphylaxis to sheep's and goat's milk","Allergy",,2002,"57",,,"1091","1092",,VRAI
3769,03-oct.-02,"henriM","Asero R.","Birch and ragweed pollinosis north of Milan: a model to investigate the effects of exposure to ‘‘new’’ airborne allergens","Allergy",,2002,"57",,,"1063","1066",,VRAI
3770,03-oct.-02,"henriM","Asero R. Mistrello G. Roncarolo D. Amato S.","Allergy to minor allergens of Brazil nut","Allergy",,2002,"57",,,"1080","1081",,VRAI
3771,03-oct.-02,"henriM","Callejo A. Sanchís ME. Armentia A. Moneoa I. Fernández A.","A new pollen-fruit cross-reactivity","Allergy",,2002,"57",,,"1088","1089",,VRAI
3772,03-oct.-02,"henriM","Carnés J. Fernandez-Caldas E. Gallego MT. Ferrer A. Cuesta-Herrans J.","Pru p 3 (LTP) content in peach extracts","Allergy",,2002,"57",,,"1071","1075",,VRAI
3773,03-oct.-02,"henriM","Fiedler EM. Zuberbier T. Worm M.","A combination of wheat flour, ethanol and food additives inducing FDEIA","Allergy",,2002,"57",,,"1090","1091",,VRAI
3774,03-oct.-02,"henriM","Galindo Bonilla PA. Gómez Torrijos E. Borja Segade J. Feo Brito F. Lombardero Vega M.","Allergy to tiger nut","Allergy",,2002,"57",,,"1083","1084",,VRAI
3775,03-oct.-02,"henriM","Gargano D. Romano C. Manguso F. Cutajar M. Altucci P. Astarita C.","Relationship between total and allergen-specific IgE serum levels and presence of symptoms in farm workers sensitized to Tetranychus urticae","Allergy",,2002,"57",,,"1044","1047","
Background:Clinical complaints in atopic subjects with asthma and rhinitis occur more frequently in the presence of high total and allergen-specific IgE serum levels. Here we report on the relationship between total and allergen-specific IgE serum level",VRAI
3776,03-oct.-02,"henriM","Isolauri E. Rautava S. Kalliomäki M. Kirjavainen P. Salminen S.","Probiotic research: learn from the evidence","Allergy",,2002,"57",,,"1076","1077",,VRAI
3777,03-oct.-02,"henriM","Matricardi PM.","Learning from doubts when the evidence is confusing","Allergy",,2002,"57",,,"1078",,,VRAI
3778,03-oct.-02,"henriM","Hamelmann E. Rolinck-Werninghaus C. Wahn U.","From IgE to Anti-IgE: Where do we stand ?","Allergy",,2002,"57",,,"983","994",,VRAI
3779,03-oct.-02,"henriM","Hilger C. Grigioni F. Thill L. Mertens L. Hentges F.","Severe IgE-mediated anaphylaxis following consumption of fried frog legs: definition of a alpha-parvalbumin as the allergen in cause","Allergy",,2002,"57",,,"1053","1058",,VRAI
3780,03-oct.-02,"henriM","Locati M. Otero K. Schioppa T. Signorelli P. Perrier P. Baviera S. Sozzani S. Mantovani A.","The chemokine system: tuning and shaping by regulation of receptor expression and coupling in polarized responses","Allergy",,2002,"57",,,"972","982",,VRAI
3781,03-oct.-02,"henriM","Mäkinen-Kiljunen S. Mussalo-Rauhamaa H.","Casein, an important house dust allergen","Allergy",,2002,"57",,,"1084","1085",,VRAI
3782,03-oct.-02,"henriM","Pouteau S.","The food debate: ethical versus substantial equivalence","J Agric Environ Ethics",,2002,"15",,,"291","303","
Substantial equivalence (SE) has been introduced to assess novel foods, including genetically modified (GM) food, by means of comparison with traditional food. Besides a number of objections concerning its scientific validity for risk assessment, the ma",FAUX
3783,03-oct.-02,"henriM","Stave JW.","Protein immunoassay methods for detection of biotech crops: applications, limitations, and preactical considerations","J AOAC Int",,2002,"85",,,"780","786","
Immunoassay methods are available for detection and quantitation of proteins expressed by most biotechnology-derived crops in commercial production. The 2 most common test formats are enzyme-linked immunosorbent assay (ELISA) and immunochromatographic (",FAUX
3784,03-oct.-02,"henriM","Vidaver AK.","Uses of antimicrobials in plant agriculture","Clin Infect Dis",,2002,"34","Suppl. 3",,"S107","S110","
Bacterial diseases of plants are less prevalent than diseases caused by fungi and viruses. Antimicrobials for prophylactic treatment of bacterial diseases of plants are limited in availability, use, and efficacy, and therapeutic use is largely ineffecti",FAUX
3785,03-oct.-02,"henriM","Woo YM. Hu DWN. Larkins BA. Jung R.","Genomics Analysis of Genes Expressed in Maize Endosperm Identifies Novel Seed Proteins and Clarifies Patterns of Zein Gene Expression","Plant Cell",,2001,"13",,,"2297","2317",,VRAI
3786,03-oct.-02,"henriM","Noma T. Yoshizawa I. Ogawa N. Ito M. Aoki K. Kawano Y.","Fatal buckwheat dependent on exercise-induced anaphylaxis","Asian Pac J Allergy Immunol",,2001,"19",,,"283","286","
Cases of food-dependent exercise-induced anaphylaxis (FEA) caused by buckwheat have been rare. Clinical, laboratory, and autopsy findings are present on an 8-year old girl with FEA caused by Japanese buckwheat. The patient consumed buckwheat noodles cal",FAUX
3787,10-oct.-02,"henriM","Maglio O. Saldanha JW. Vrtala S. Spitzauer S. Valenta R. Pastore A.","A major IgE epitope-containing grass pollen allergen domain from Phl p 5 folds as a four-helix bundle","Protein Eng",,2002,"15",,,"635","642","
        Phl p 5, a 29 kDa major allergen from timothy grass pollen, is one of 
        the most reactive members of group 5 allergens. Its sequence comprises 
        two repeats of a novel alanine-rich motif (AR) whose structure and 
        allerge",VRAI
3788,10-oct.-02,"henriM","Holzhauser T. Stephan O. Vieths S.","Detection of Potentially Allergenic Hazelnut (Corylus avellana) Residues in Food: A Comparative Study with DNA PCR-ELISA and Protein Sandwich-ELISA","J Agric Food Chem",,2002,"50",,,"5808","5815","
        Allergen detection is of increasing interest for food labeling purposes. 
        A comparative study with a commercial hazelnut-specific PCR-ELISA and a 
        sandwich-type ELISA detecting hazelnut protein was performed to 
        invest",FAUX
3789,10-oct.-02,"henriM","Verdino P. Westritschnig K. Valenta R. Keller W.","The cross-reactive calcium-binding pollen allergen, Phl p 7, reveals a novel dimer assembly","EMBO J",,2002,"21",,,"5007","5016","
        The timothy grass pollen allergen Phl p 7 assembles most of the IgE 
        epitopes of a novel family of 2 EF-hand calcium-binding proteins and 
        therefore represents a diagnostic marker allergen and vaccine candidate 
        for im",VRAI
3790,10-oct.-02,"henriM","Evans SM. Blyth DI. Wong T. Sanjar S. West MR.","Decreased Distribution of Lung Epithelial Junction Proteins after Intratracheal Antigen or Lipopolysaccharide Challenge: Correlation with Neutrophil Influx and Levels of BALF sE-Cadherin","Am J Respir Cell Mol Biol",,2002,"27",,,"446","454","
        Distribution of airway junctional complex proteins after antigen or 
        lipopolysaccharide challenge in sensitized or naive mice, respectively, 
        was investigated. E-cadherin immunoreactivity was detected continuously 
        alo",VRAI
3791,10-oct.-02,"henriM","Furtado PB. McElveen JE. Gough L. Armour KL. Clark MR. Sewell HF. Shakib F.","The production and characterisation of a chimaeric human IgE antibody, recognising the major mite allergen Der p 1, and its chimaeric human IgG1 anti-idiotype","Mol Pathol",,2002,"55",,,"315","324","
        BACKGROUND: Two mouse monoclonal antibodies have been described, namely: 
        mAb 2C7 (IgG2bkappa), which is directed against the major house dust 
        mite allergen Der p 1, and mAb 2G10 (IgG1kappa), which is an 
        anti-idiotyp",FAUX
3792,10-oct.-02,"henriM","Cai X. Yao G. Xu G. Yang C. Xu H. Lin Y. Yu J. Sun B.","Identification of the amino acid residues in trichosanthin crucial for IgE response","Biochem Biophys Res Commun",,2002,"297",,,"510",,"
        Trichosanthin (TCS) is the major effective component from Chinese herb 
        Trichosanthes kirilowii. TCS has been approved to be effective in 
        clinical treatment of HIV infection and leukemia, but its allergenicity 
        has li",FAUX
3793,10-oct.-02,"henriM","Braun-Fahrlander C. Riedler J. Herz U. Eder W. Waser M. Grize L. Maisch S. Carr D. Gerlach F. Bufe A. Lauener RP. Schierl R. Renz H. Nowak D. von Mutius E. (Allergy and Endotoxin Study Team)","Environmental exposure to endotoxin and its relation to asthma in school-age children","N Engl J Med",,2002,"347",,,"869","877","        Comment in: 
          N Engl J Med. 2002 Sep 19;347(12):930-1. 

        BACKGROUND: In early life, the innate immune system can recognize both 
        viable and nonviable parts of microorganisms. Immune activation may 
        direct the ",FAUX
3794,10-oct.-02,"henriM","Frémont S.","Exploration biologique de l'allergie alimentaire","Ann Biol Clin (Paris)",,2002,"60",,,"405","410","
        Most of the time, food allergies are the consequence of an immediate IgE 
        mediated hypersensitivity. In France, the frequency of food allergies is 
        of 3.24%, it raises 8% in children. Their number as been multiplied by 2 
    ",FAUX
3795,10-oct.-02,"henriM","Naldi L.","The epidemiology of fragrance allergy: questions and needs","Dermatology",,2002,"205",,,"89","97","
        BACKGROUND: There are still open questions about the safety of 
        fragrances. OBJECTIVES: To evaluate the evidence concerning the 
        frequency of contact dermatitis to fragrances in the general population 
        and selected sub",FAUX
3796,10-oct.-02,"henriM","Smith Pease CK. White IR. Basketter DA.","Skin as a route of exposure to protein allergens","Clin Exp Dermatol",,2002,"27",,,"296","300","
        Protein contact with skin is associated with a number of clinical 
        conditions, including protein contact dermatitis and immunologic contact 
        urticaria. This article reviews the clinical and other selected evidence 
        tha",FAUX
3797,10-oct.-02,"henriM","Jones PD.","The cause of Th2 to Th1 imbalance in asthma: a function of exposure to typhoid and tuberculosis ?","J Pediatr Gastroenterol Nutr",,2002,"34","Suppl. 1",,"S31","S32",,FAUX
3798,10-oct.-02,"henriM","Kizkin O. Suleyman GT. Hacievliyagil S. Gunen H.","Proteolytic enzyme sensitivity and decrease in respiratory function (a 10-year follow-up)","Int Arch Occup Environ Health",,2002,"75",,,"441","444","
        OBJECTIVES: In workers, sensitivity and occupational asthma are known to 
        develop in reaction to the proteolytic enzymes used in the manufacture 
        of detergents. This study was conducted to find out how this sensitivity 
      ",FAUX
3799,10-oct.-02,"henriM","Holt PG. Sly PD.","Interactions between respiratory tract infections and atopy in the aetiology of asthma","Eur Respir J",,2002,"19",,,"538","545","
        The prevalence of asthma, in particular atopic asthma, has markedly 
        increased in recent years. Accumulating evidence suggests that 
        environmental factors associated with allergic sensitization and 
        exposure to microbi",FAUX
3800,10-oct.-02,"henriM","Dauby PA. Whisman BA. Hagan L.","Cross-reactivity between raw mushroom and molds in a patient with oral allergy syndrome","Ann Allergy Asthma Immunol",,2002,"89",,,"319","321","
BACKGROUND: Oral allergy syndrome, resulting from a cross-reactivity between raw fruits and vegetables and a number of pollens, is well described. However, it has never been associated with mold spore sensitivity and mushrooms. We evaluated a patient wi",VRAI
3801,10-oct.-02,"henriM","Kelso JM.","Recurrence of allergic rhinitis, previously alleviated with allergen immunotherapy, after autologous bone marrow transplant","Ann Allergy Asthma Immunol",,2002,"89",,,"316","318","
BACKGROUND: Several associations between immunoglobulin E and bone marrow transplantation (BMT) have been reported. OBJECTIVE: A patient whose allergic rhinitis (AR) resolved after allergen immunotherapy (AIT) but recurred after the patient received an ",VRAI
3802,10-oct.-02,"henriM","Bisht V. Singh BP. Arora N. Gaur SN. Sridhara S.","Antigenic and allergenic cross-reactivity of Epicoccum nigrum with other fungi","Ann Allergy Asthma Immunol",,2002,"89",,,"285","291","
BACKGROUND: Previous studies have identified Epicoccum nigrum (EN) as an important aeroallergen. Shared allergenicity among some fungi responsible for type I allergic disorders has been reported. OBJECTIVE: To study the cross-reactivity among different ",VRAI
3803,10-oct.-02,"henriM","Ayuso R. Reese G. Leong-Kee S. Plante M. Lehrer SB.","Molecular Basis of Arthropod Cross-Reactivity: IgE-Binding Cross-Reactive Epitopes of Shrimp, House Dust Mite and Cockroach Tropomyosins","Int Arch Allergy Immunol",,2002,"129",,,"38","48","
Background: Shrimp may cross-react with other crustaceans and mollusks and nonedible arthropods such as insects (cockroach and chironomids), arachnids (house dust mites) and even nematodes. Since the muscle protein tropomyosin has been implicated as a p",VRAI
3804,10-oct.-02,"henriM","Busse PJ. Järvinen KM. Vila K. Sampson HA.","Identification of Sequential IgE-Binding Epitopes on Bovine alpha-s2-Casein in Cow's Milk Allergic Patients","Int Arch Allergy Immunol",,2002,"129",,,"93","96","
Background: Caseins are the major allergens responsible for cow's milk allergy (CMA). We have previously identified the IgE-binding epitopes of the major cow's milk (CM) proteins except for s2-casein. Methods: Overlapping decapeptides representing the e",FAUX
3805,10-oct.-02,"henriM","Chong SU. Worm M. Zuberbier T.","Role of Adverse Reactions to Food in Urticaria and Exercise-Induced Anaphylaxis","Int Arch Allergy Immunol",,2002,"129",,,"19","26","
In urticaria, adverse reactions to food are only a frequent finding in the subset of patients with chronic continuous urticaria. Mostly these reactions are of pseudoallergic nature, directed against artificial additives as well as naturally occurring ar",FAUX
3806,10-oct.-02,"henriM","d'Amato G.","Outdoor air pollution, climate and allergic respiratory diseases: evidence of a link","Clin Exp Allergy",,2002,"32",,,"1391","1393",,VRAI
3807,10-oct.-02,"henriM","Ghaemmaghami AM. Gough L. Sewell HF. Shakib F.","The proteolytic activity of the major dust mite allergen Der p 1 conditions dendritic cells to produce less interleukin-12: allergen-induced Th2 bias determined at the dendritic cell level","Clin Exp Allergy",,2002,"32",,,"1468","1475","
BackgroundThe proteolytic activity of the house dust mite allergen Der p 1 has recently been shown to bias Th cell subset development in favour of Th2. Apart from its direct effect on T cells, it is conceivable that the proteolytic activity of Der p 1 m",VRAI
3808,10-oct.-02,"henriM","Hales BJ. Hazell LA. Smith W. Thomas WR.","Genetic variation of Der p 2 allergens: effects on T cell responses and immunoglobulin E binding","Clin Exp Allergy",,2002,"32",,,"1461","1467","
BackgroundDer p 2 is a highly polymorphic allergen that shows a distinct pattern of sequence divergence. The effect of the variations on T cell and antibody responses has not been compared.

ObjectivesTo compare IgE antibody binding and T cell prolife",VRAI
3809,10-oct.-02,"henriM","Kumar RK. Foster PS.","ST2: marker, activator and regulator of Th2 immunity ?","Clin Exp Allergy",,2002,"32",,,"1394","1396",,VRAI
3810,10-oct.-02,"henriM","Ledesma A. González E. Pascual CY. Quiralte J. Villalba M. Rodríguez R.","Are Ca2+-binding motifs involved in the immunoglobin E-binding of allergens ? Olive pollen allergens as model of study","Clin Exp Allergy",,2002,"32",,,"1476","1483","
BackgroundSeveral Ca2+-binding proteins, which possess EF-hand sites with a high sequence similarity, have been found to be able to induce Type-I allergy.

ObjectiveTo study whether the common EF-hand sequential motifs can be involved in the IgE-react",VRAI
3811,10-oct.-02,"henriM","Lieutier-Colas F. Meyer P. Pons F. Hedelin G. Larsson P. Malmberg P. Pauli G. De Blay F.","Prevalence of symptoms, sensitization to rats, and airborne exposure to major rat allergen (Rat n 1) and to endotoxin in rat-exposed workers: a cross-sectional study","Clin Exp Allergy",,2002,"32",,,"1424","1429","
ObjectiveTo analyse the relation between airborne exposure to major rat allergen and to endotoxins in exclusively rat-exposed workers and the prevalence of rat-related symptoms and sensitization.

MethodsA total of 113 workers answered a standardized ",VRAI
3812,10-oct.-02,"henriM","Monti G. Muratore MC. Peltran A. Bonfante G. Silvestro L. Oggero R. Mussa GC.","High incidence of adverse reactions to egg challenge on first known exposure in young atopic dermatitis children: predictive value of skin prick test and radioallergosorbent test to egg proteins","Clin Exp Allergy",,2002,"32",,,"1515","1519","Les jeunes enfants atteints de dermatite atopique peuvent avoir des réactions à l'œuf dès la première ingestion. Cette étude a permis de déterminer des valeurs seuil d'IgE spécifiques au delà desquelles il n'est plus utile de réaliser un test de provocati",VRAI
3813,10-oct.-02,"henriM","Tanaka K. Matsumoto K. Akasawa A. Nakajima T. Nagasu T. Iikura Y. Saito H.","Pepsin-Resistant 16-kD Buckwheat Protein Is Associated with Immediate Hypersensitivity Reaction in Patients with Buckwheat Allergy","Int Arch Allergy Immunol",,2002,"129",,,"49","56","
Background: Buckwheat is becoming popular in many countries as a health food and the incidence of buckwheat allergy is increasing in Asia. The ingestion of small amounts sometimes provokes an anaphylactic reaction. However, it remains controversial whic",VRAI
3814,10-oct.-02,"henriM","Thomas WR. Smith WA. Hales BJ. Mills KL. O'Brien RM.","Characterization and Immunobiology of House Dust Mite Allergens","Int Arch Allergy Immunol",,2002,"129",,,"1","18","
The examination of house dust mite extracts has indicated that over 30 different proteins can induce IgE antibody in patients allergic to the house dust mite. There are however dominant specificities especially the group 1 and 2 allergens which can acco",VRAI
3815,10-oct.-02,"henriM","Yagami T. Osuna H. Kouno M. Haishima Y. Nakamura A. Ikezawa Z.","Significance of Carbohydrate Epitopes in a Latex Allergen with beta-1,3-Glucanase Activity","Int Arch Allergy Immunol",,2002,"129",,,"27","37","
Background: One of the latex allergens, Hev b 2, has beta-1,3-glucanase activity. The entire sequence of this allergen is already known. There is one potential N-glycosylation site in this molecule (27Asn). Heterogeneous glycosylation of this Asn residu",VRAI
3816,10-oct.-02,"henriM","Zeiler T. Taivainen A. Mäntyjärvi R. Tukiainen H. Rautiainen J. Rytkönen-Nissinen M. Virtanen T.","Threshold levels of purified natural Bos d 2 for inducing bronchial airway response in asthmatic patients","Clin Exp Allergy",,2002,"32",,,"1454","1460","
BackgroundProvocation tests are invaluable in establishing threshold levels and a causal relationship between atopic asthma and a certain allergen source, especially in relation to work-associated exposure. Purified major allergens open possibilities fo",VRAI
3817,12-oct.-02,"henriM","Geiger E. Magerstaedt R. Weßendorf JHM. Kraft S. Hanau D. Bieber T.","IL-4 induces the intracellular expression of the a chain of the high-affinity receptor for IgE in in vitro–generated dendritic cells","J Allergy Clin Immunol",,2000,"105",,,"150","156",,VRAI
3818,12-oct.-02,"henriM","Noirey N. Rougier N. André C. Schmitt D. Vincent C.","Langerhans-like dendritic cells generated from cord blood progenitors internalize pollen allergens by macropinocytosis, and part of the molecules are processed and can activate autologous naive T lymphocytes","J Allergy Clin Immunol",,2000,"105",,,"1194","1201",,VRAI
3819,12-oct.-02,"henriM","Whelan M. Harnett MM. Houston KM. Patel V. Harnett W. Rigley KP.","A Filarial Nematode-Secreted Product Signals Dendritic Cells to Acquire a Phenotype That Drives Development of Th2 Cells","J Immunol",,2000,"164",,,"6453","6460","
Although exogeneous “danger” signals such as LPS can activate APC to produce a Th1 response, the nature of events initiating
a Th2 response is controversial. We now show that pathogen-derived products have the capacity to induce bone marrow-derived
de",VRAI
3820,12-oct.-02,"henriM","Kirjavainen PV. Arvola T. Salminen SJ. Isolauri E.","Aberrant composition of gut microbiota of allergic infants: a target of bifidobacterial therapy at weaning ?","Gut",,2002,"51",,,"51","55","
  BACKGROUND: Recent data have outlined a relationship between the
  composition of the intestinal microflora and allergic inflammation, and
  demonstrated the competence of probiotics in downregulation of such
  inflammation. AIMS: Our aims were to ",FAUX
