"id_item","nom_fr","nom_en","chaine_alpha_fr","chaine_alpha_en","autre_nom_fr","autre_nom_en","nom_court_fr","nom_court_en","nom_complet_fr","nom_complet_en","representatif_fr","representatif_en","fonction_classification_fr","fonction_classification_en","latin"
3258,,"Lobster",,"Lobster",,,,"Lobster (sp. n/s)",,,,,," ",
3260,"Crabe orange","Orange mud crab",,"crab Scylla",,,,"Orange mud crab",,,,,," ",
3271,"Gliocladium fimbriatum","Gliocladium fimbriatum","Gliocladium","Gliocladium",,,,"Gliocladium fimbriatum",,,,,," ",
3275,,"Star anise","anis illicium","Anise illicium",,,,"Star anise",,,,,," ",
3308,"Myceliophthora thermophila","Myceliophthora thermophila","Myceliophthora ","Myceliophthora",,,,"Myceliophthora thermophila",,,,,," ",
3312,"Aspergillus versicolor","Aspergillus versicolor",,"Aspergillus",,,,"Aspergillus versicolor",,,,,," ",
3313,,"Beluga (eggs)",,"huso beluga",,,,"Beluga (eggs)",,,,,," ",
3314,,"Dwarf hamster (epithelia)",,"hamster Phodopus",,,,"Dwarf hamster (epithelia)",,,,,," ",
3315,,"Sugar glider (feces)","Phalanger Petaurus","Glider Petaurus",,,,"Sugar glider (feces)",,,,,," ",
3316,,"Pork (blood / blood pudding)",,"pork sus",,,,"Pork (blood / blood pudding)",,,,,," ",
3317,,"Beef (blood)",,"bos ox blood",,,,"Beef (blood)",,,,,," ",
3318,,"Chicken (blood)",,"gallus chicken blood",,,,"Chicken (blood)",,,,,," ",
3319,,"Cat (serum)",,"cat felis",,,,"Cat (serum)",,,,,," ",
3325,,"Giant river prawn ","Crevette Macrobrachium","Shrimp Macrobrachium",,,,"Giant river prawn",,,,,," ",
3335,,"Brine shrimp",,"Artemia artemis",,,,"Brine shrimp",,,,,," ",
3342,,"Stomatopods / Mantis shrimp",,"Squill Oratosquilla",,,,"Stomatopods / Mantis shrimp",,,,,," ",
3345,,"Millipedes (Diplopoda)","Mille-pattes Diplopoda","Millipedes Diplopoda",,,,"Millipedes",,,,,," ",
3359,,"Velvet vine",,"Actinidia",,,"Actinidia eriantha (fruit)","Velvet vine (fruit)",,,,,," ",
3367,,"Tobacco pollen",,"Nicotiana",,,,"Tobacco (pollen)",,,,,," ",
3368,"Clostridium hitolyticum","Clostridium hitolyticum",,"Clostridium",,,,"Clostridium hitolyticum",,,,,," ",
3369,,"Cisco (eggs)",,"cisco Coregonus",,,,"Cisco (eggs)",,,,,," ",
3373,,"Norway lobster - Dublin Bay prawn ",,"Lobster Nephrops",,,,"Lobster (sp. n/s)",,,,,," ",
3374,,"Millet","millet Echinochloa","Millet echinochloa",,,,"Millet (sp. n/s)",,,,,," ",
3376,,"Freshwater blueclaw crayfish",,"Crayfish Pontastacus",,,,"Freshwater blueclaw crayfish",,,,,," ",
3377,,"Venus clam","Praire Venus","Clam Venus",,,,"Venus clam",,,,,," ",
3378,,"Pullet carpet shell (Venerupis corrugata)","Palourde Venerupsis","Clam Venerupsis",,,,"Pullet carpet shell",,,,,," ",
3379,,"Siberian crayfish","Écrevisse Archaeopotamobius","Crayfish Archaeopotamobius",,,,"Siberian crayfish",,,,,," ",
3380,,"Tomato seed","Tomate Lycopersicon","Tomato Lycopersicon",,,,"Tomato seed",,,,,," ",
3381,,"Rohu (Labeo rohita)","Labéo labeo","Rohu Labeo",,,,"Rohu",,,,,," ",
3382,,"Dwarf honeybee (Apis florea)","Abeille Apis","Honeybee Apis",,,,"Dwarf honeybee",,,,,," ",
3383,,"Red seabream (Pagellus bogaraveo ) ","Dorade Pagellus","Seabream Pagellus",,,,"Red seabream",,,,,," ",
3384,,"Angler (Lophius piscatorius)","Beaudroie Lophius","Angler Lophius",,,,"Angler",,,,,," ",
3385,,"Bluestripe herring (Herklotsichthys quadrimaculatus)","Hareng Herklotsichthys","Herring Herklotsichthys",,,,"Bluestripe herring",,,,,," ",
3386,,"Four-spot megrim (Lepidorhombus boscii)","Cardine Lepidorhombus","Megrim Lepidorhombus",,,,"Four-spot megrim",,,,,," ",
3387,,"Runner bean (Phaseolus coccineus)","Haricot Phaseolus","Bean Phaseolus",,,,"Runner bean",,,,,," ",
3388,,"Seabream (# spp)",,"Seabream",,,,"Seabream (# spp)",,,,,," ",
3389,,"Tuna (gelatin)","Thon Thunnus","Tuna Thunnus",,,,"Tuna (gelatin)",,,,,," ",
3390,,"Mackerel gelatin","Maquereau scomber","Mackerel Scomber",,,,"Mackerel (gelatin)",,,,,," ",
3391,,"Mosquito (esp np)","Moustique culex","Mosquito Culex",,,,"Mosquito (# spp)",,,,,," ",
3392,,"Clam (esp np)",,"Clam",,,,"Clam (# spp)",,,,,," ",
3393,,"Snail (esp np)",,"Snail Helix",,,,"Snail (# spp)",,,,,," ",
3394,,"Octopus (esp np)",,"Octopus Octopus",,,,"Octopus (# spp)",,,,,," ",
3395,,"Plantain (esp np)",,"Plantain Plantago",,,,"Plantain (# spp)",,,,,," ",
3396,,"Gooseneck barnacle (Pollicipes pollicipes) (esp np)","Pouce-pied Pollicipes","Barnacle Pollicipes",,,,"Gooseneck Barnacle",,,,,," ",
3397,,"Cuttlefish - Bobtail squid",,"Cuttlefish Sepia",,,,"Cuttlefish (# spp)",,,,,," ",
3398,,"Northern blowfly - Blue blowfly","Mouche Protophormia","Blowfly Protophormia",,,,"Northern blowfly / Blue Bowfly",,,,,," ",
3399,,"Warehouse beetle","Coléoptère Tragoderma","Bettle Tragoderma",,,,"Warehouse beetle",,,,,," ",
3400,,"Irish moss - carrageen moss","Algue Chondrus","Moss Chondrus",,,,"Irish moss",,,,,," ",
3401,,"Myrtle-leaved orange tree","Citrus myrtifolia","Citrus myrtifolia",,,,"Myrtle-leaved orange tree",,,,,," ",
3402,,"Kohana",,,,,,"Kohana",,,,,," ",
3403,,"Kiddi shrimp (Parapenaeopsis stylifera)","Crevette Parapenaeopsis","Shrimp Parapenaeopsis",,,,"Kiddi shrimp",,,,,," ",
3404,,"Cucumber (peel)",,"Cucumber Cucumis",,,,"Cucumber (peel)",,,,,," ",
3405,"Soude verticillée","Tumbleweed",,"Salsola soda",,,,"Tumbleweed",,,,,," ",
3406,,"Burchell's zebra (epithelia) (Equus quagga burchellii)","Zèbre Equus","Zebra Equus",,,,"Burchell's zebra",,,,,," ",
3407,,"Onager (epithelia) (Equus hemionus)","Âne Equus","Onager Equus",,,,"Onager (dander)",,,,,," ",
3408,,"Ass dander",,"ane equus",,,,"Ass (dander)",,,,,," ",
3409,,"Terciopelo (venom) (Bothrops terciopelo)","Bothrops terciopelo"," Terciopelo Bothrops",,,," Terciopelo (venom)",,,,,," ",
3410,,"Lancehead snake (venom)","Fer de lance Bothrops","Snake Bothrops",,,,"Lancehead vipe (venom)",,,,,," ",
3411,,"Atlantic bushmaster (Lachesis muta) (venom)","Serpent Lachesis","Snake Lachesis",,,,"Atlantic bushmaster (venom)",,,,,," ",
3412,"Comète indienne","Indian scad","Comete Decapterus","Comet Decapterus",,,,"Indian scad",,,,,," ",
3415,,"Paper wasp","Guêpe Polistes","Wasp Polistes",,,,"Paper wasp",,,,,," ",
3416,,"Hornet","Guêpe Vespula","Hornet Vespula",,,,"Hornet ",,,,,," ",
3417,,"Asian predatory wasp","Guêpe Vespula","Wasp Vespulat",,,,"Asian predatory wasp",,,,,," ",
3419,,"Japanese trout (eggs)","Truite Salvelinus","Trout Salvelinus",,,,"Japanese trout (eggs)",,,,,," ",
3420,"Schistosoma mansoni","Schistosoma mansoni",,"Schistosoma",,,,"Schistosoma mansoni",,,,,," ",
3421,,"Pork (gelatin)","porc sus","pork sus",,,,"Pork (gelatin)",,,,,," ",
3422,,"Atun / snoeck / snake mackerel",,"escolar thyrsites",,,,"Atun / snoeck / snake mackerel",,,,,," ",
3423,"Sériole chinchard","Yellowtail amberfish",,"amberjack Seriola",,,"Sériole chinchard","Yellowtail amberfish",,,,,," ",
3424,,"Japanese red rockfish / Japanese red sea perch",,"Rockfish Sebastes",,,,"Japanese red rockfish / Japanese red sea perch",,,,,," ",
3425,,"Chub (Squalius cephalus)","Chevesne Squalius","Chub Squalius",,,,"Chub",,,,,," ",
3426,"Zebrafish","Zebrafish","Zebrafish Danio","Zebrafish Danio",,,"Zebrafish","Zebrafish",,,,,," ",
3427,,"Mozambique tilapia",,"tilapia Oreochromis",,,,"Mozambique tilapia",,,,,," ",
3428,"Rivule / Rivulus","Rivulus / Ugly brown fish","Rivule Rivulus","Rivulus Rivulus",,,,"Rivulus",,,,,," ",
3429,,"Chinchilla (urine)",,"Chinchilla",,,,"Chinchilla (urine)",,,,,," ",
3430,,"Jack mackerel (gelatin)","Chinchard trachurus","Mackerel trachurus",,,,"Mackerel (gelatin)",,,,,," ",
3431,"Parahucho perryi / Huchon japonais (oeufs)","Sakhalin taimen (eggs)","Parahucho","Salmon Parahucho",,,,"Sakhalin taimen (eggs)",,,,,," ",
3432,,"Agaricus mushroom (# spp)","Champignon agaricus"," Mushroom Agaricus",,,,"Agaricus mushroom (# esp)",,,,,," ",
3435,,"Gliocladium (#esp)",,"Gliocladium",,,,"Gliocladium (#spp)",,,,,," ",
3436,,"Tilapia (# spp)",,"tilapia Oreochromis",,,,"Tilapia (# spp)",,,,,," ",
3444,,"Pattypan squash","Patisson Cucurbita","Squash Cucurbita",,,,"Pattypan squash",,,,,," ",
3451,,"Spring vetchling / Spring pea (Lathyrus vernus)","Gesse Lathyrus","Pea Lathyrus",,,,"Spring pea",,,,,," ",
3454,,"Juniper (Berry)","Genievre Juniperus","Juniper Juniperus",,,,"Juniper (berry)",,,,,," ",
3457,,,,,,,,"Horsefly",,,,,," ",
10387,"Cyn d 2","Cyn d 2",,,,,,,,,,,"Groupe 2 des graminées"," ",
10391,"Cyn d 5","Cyn d 5",,,,,,,,,,,"Groupe 5 des graminées"," ",
10699,"Man i 14kD","Man i 14kD",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
10703,"Mat c 17kD","Mat c 17kD",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
10877,"Poa p 6","Poa p 6",,,,,,,,,,,"Groupe 6 des graminées"," ",
11057,"Thu to 1","Thu to 1",,,,,,,,,,,"Parvalbumine béta"," ",
11131,"Zea m 5","Zea m 5",,,,,,,,,,,"Groupe 5 des graminées"," ",
11370,"Ory s 11","Ory s 11",,,,,,,,,,,"Trypsin Inhibitor"," ",
11615,"Tri p 1","Tri p 1",,,,,,,,,,,"Béta expansine"," ",
11616,"Tri p 5","Tri p 5",,,,,,,,,,,"Groupe 5 des graminées"," ",
11676,"Aca s 8","Aca s 8",,,,,,,,,,,"Glutathion S-tranférase"," ",
11677,"Ale o 8","Ale o 8",,,,,,,,,,,"Glutathion S-tranférase"," ",
11678,"Tyr p 4","Tyr p 4",,,,,,,,,,,"Amylase"," ",
11679,"Tyr p 1","Tyr p 1",,,,,,,,,,,"Cystéine protéase"," ",
11680,"Met gl 2","Met gl 2",,,,,,,,,,,"Polygalacturonase"," ",
11681,"Aca s 3","Aca s 3",,,,,,,,,,,"Sérine protéase"," ",
11682,"Ale o 13","Ale o 13",,,,,,,,,,,"Fatty acid binding protein"," ",
11683,"Cor he 1","Cor he 1",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
11684,"Fen c 2","Fen c 2",,,,,,,,,,,"Arginine kinase"," ",
11685,"Gly d 20","Gly d 20",,,,,,,,,,,"Arginine kinase"," ",
11686,"Ale o 20","Ale o 20",,,,,,,,,,,"Arginine kinase"," ",
11687,"Cal s 2","Cal s 2",,,,,,,,,,,"Arginine kinase"," ",
11688,"Lim p 2","Lim p 2",,,,,,,,,,,"Arginine kinase"," ",
11689,"Eri s 2","Eri s 2",,,,,,,,,,,"Arginine kinase"," ",
11690,"Mar j 2","Mar j 2",,,,,,,,,,,"Arginine kinase"," ",
11693,"Ale o 14","Ale o 14",,,,,,,,,,,"Apolipophorine"," ",
11699,"Sui m 6","Sui m 6",,,,,,,,,,,"Sérine protéase (groupe 6 acariens)"," ",
11700,"Sui m 8","Sui m 8",,,,,,,,,,,"Glutathion S-tranférase"," ",
11701,"Sui m 9","Sui m 9",,,,,,,,,,,"Collagenolytic serine protease"," ",
11702,"Neo fi 1","Neo fi 1",,,,,,,,,,,"Ribonuclease"," ",
11704,"Tax d 2","Tax d 2",,,,,,,,,,,"Polygalacturonase"," ",
11707,"Lol m 2 (Lol it 2 pour Allergome)","Lol m 2 (Lol it 2 for Allergome)",,,,,,,,,,,"Groupe 2 des graminées"," ",
11711,"Ara d 2","Ara d 2",,,,,,,,,,,"2S Albumine"," ",
11712,"Ara d 6","Ara d 6",,,,,,,,,,,"2S Albumine"," ",
11713,"Ara i 2","Ara i 2",,,,,,,,,,,"2S Albumine"," ",
11714,"Ara i 6","Ara i 6",,,,,,,,,,,"2S Albumine"," ",
11721,"Lectine","Lectine",,,,,,,,,,,"Lectine jacalin-like"," ",
11748,"Pas n 5","Pas n 5",,,,,,,,,,,"Groupe 5 des graminées"," ",
11759,"Vac m 3","Vac 3 m",,,,,,,,,,,"LTP (Lipid Transfer Proteins)","LTP (Lipid Transfer Proteins) ",
11859,"Fag t 1","Fag t 1",,,,,,,,,,,"11S légumine-like globulines"," ",
11860,"Bet pu 2","Bet pu 2",,,,,,,,,,,"Profiline"," ",
11861,"Bet pu 4","Bet pu 4",,,,,,,,,,,"Polcalcine"," ",
11862,"Bet pu 6","Bet pu 6",,,,,,,,,,,"Isoflavone réductase"," ",
11863,"Bet pu 7","Bet pu 7",,,,,,,,,,,"Cyclophiline"," ",
11866,"Pru p 6","Pru p 6",,,,,,,,,,,"Chitinase de classe 1"," ",
11867,"Pru p 7","Pru p 7",,,,,,,,,,,"Chitinase de classe 1"," ",
11868,"Pru p 8","Pru p 8",,,,,,,,,,,"Chitinase de classe 4"," ",
11869,"Pru p 9","Pru p 9",,,,,,,,,,,"Glucanase"," ",
11870,"Pru p 10","Pru p 10",,,,,,,,,,,"Win-like"," ",
11871,"Pru p 11","Pru p 11",,,,,,,,,,,"germine-like"," ",
11872,"Pru du 1","Pru du 1",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
11873,"Pru du 2","Pru du 2",,,,,,,,,,,"Thaumatine-like protéine"," ",
11874,"Pru d 1","Pru d 1",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
11878,"Pla or 4","Pla or 4",,,,,,,,,,,"Triosephosphate isomerase"," ",
11911,"Zea m 2","Zea m 2",,,,,,,,,,,"Groupe 2 des graminées"," ",
11919,"Bet l 1","Bet l 1",,,,,,,,,,,"Bet v 1-like, protéine PR-10"," ",
11994,"Lat c 1","Lat c 1",,,,,,,,,,,"Parvalbumine"," ",
11996,"Leu ce 1","Leu ce 1",,,,,,,,,,,"Parvalbumine"," ",
12000,"Riv ma 1","Riv ma 1",,,,,,,,,,,"Parvalbumine"," ",
